,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Sage,0.84, 12.1  /  14.4  /  6.7 ,49.6%,12.5%,176,0.1%,"665,180",Sentinel
1,2,Reyna,1.05, 15.8  /  15  /  4.7 ,49.5%,11.0%,230,0.1%,"583,744",Duelist
2,3,Omen,0.92, 13.6  /  14.8  /  5.8 ,48.4%,7.9%,195,0.1%,"419,260",Controller
3,4,Killjoy,0.95, 13.1  /  13.8  /  4.3 ,51.2%,7.3%,193,0.1%,"386,586",Sentinel
4,5,Raze,0.96, 14.6  /  15.1  /  5.2 ,49.7%,7.2%,221,0.1%,"384,934",Duelist
5,6,Jett,1.0, 15.2  /  15.2  /  4 ,49.0%,6.7%,220,0.1%,"358,610",Duelist
6,7,Sova,0.91, 13.1  /  14.3  /  5.4 ,49.5%,5.3%,192,0.1%,"282,911",Initiator
7,8,Gekko,0.84, 12.5  /  14.9  /  4.7 ,47.9%,4.7%,179,0.1%,"248,964",Initiator
8,9,Brimstone,0.91, 13.3  /  14.6  /  7.2 ,50.3%,4.6%,196,0.1%,"245,560",Controller
9,10,Phoenix,0.98, 14.6  /  14.9  /  4.6 ,49.0%,4.2%,215,0.1%,"225,116",Duelist
10,11,Skye,0.85, 12.4  /  14.6  /  7.5 ,48.8%,4.1%,182,0.1%,"220,692",Initiator
11,12,Fade,0.84, 12.4  /  14.8  /  6.2 ,48.3%,3.6%,182,0.1%,"190,663",Initiator
12,13,Yoru,0.9, 13.7  /  15.1  /  4.4 ,46.3%,3.2%,197,0.1%,"171,231",Duelist
13,14,Neon,0.9, 14  /  15.6  /  4.2 ,47.3%,3.2%,205,0.1%,"168,999",Duelist
14,15,Viper,0.89, 13  /  14.5  /  5.2 ,48.5%,3.1%,189,0.1%,"162,822",Controller
15,16,KAY/O,0.82, 12.4  /  15  /  7.7 ,46.7%,3.0%,185,0.1%,"160,802",Initiator
16,17,Cypher,0.92, 13  /  14.1  /  5.1 ,48.6%,2.8%,185,0.1%,"150,398",Sentinel
17,18,Chamber,0.98, 14.3  /  14.6  /  3.5 ,48.2%,2.2%,203,0.1%,"119,359",Sentinel
18,19,Breach,0.88, 13.2  /  15  /  5.7 ,48.4%,1.6%,193,0.1%,"82,763",Initiator
19,20,Harbor,0.84, 12.4  /  14.9  /  5.5 ,46.9%,1.0%,181,0.1%,"52,090",Controller
20,21,Astra,0.96, 13.6  /  14.2  /  5.6 ,49.5%,0.8%,194,0.1%,"40,081",Controller
