,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Brimstone,1.05, 15.5  /  14.8  /  10.1 ,52.3%,15.9%,214,0.2%,637
1,2,Breach,0.95, 14.8  /  15.5  /  8.7 ,46.0%,14.6%,198,0.1%,587
2,3,Jett,1.13, 17.7  /  15.7  /  3.5 ,56.4%,13.0%,244,0.1%,523
3,4,Killjoy,1.12, 15.9  /  14.2  /  3.3 ,53.8%,10.2%,214,0.2%,411
4,5,Gekko,1, 14.7  /  14.7  /  5.4 ,55.7%,9.8%,197,0.1%,395
5,6,Raze,1.13, 18.3  /  16.1  /  4.6 ,54.8%,9.3%,251,0.1%,374
6,7,Cypher,1.07, 15.8  /  14.8  /  4.6 ,47.8%,8.0%,210,0.2%,320
7,8,Reyna,1.11, 17.8  /  16  /  4.5 ,44.2%,6.0%,243,0.1%,240
8,9,Neon,0.98, 16.2  /  16.6  /  4.4 ,53.1%,2.4%,227,0.1%,96
9,10,Sage,1.07, 16.2  /  15.2  /  7 ,52.6%,2.4%,212,0.2%,95
10,11,Fade,1.03, 16.4  /  15.9  /  6.3 ,37.5%,1.8%,210,0.2%,72
11,12,Chamber,1.22, 18.7  /  15.4  /  2 ,54.2%,1.2%,242,0.1%,48
12,13,KAY/O,0.91, 14.2  /  15.6  /  9.9 ,31.0%,1.0%,207,0.1%,42
13,14,Yoru,1.08, 16.5  /  15.4  /  6.2 ,48.7%,1.0%,254,0.1%,39
14,15,Viper,0.95, 14.5  /  15.3  /  7 ,26.3%,0.9%,198,0.1%,38
15,16,Phoenix,1.2, 20.8  /  17.3  /  5 ,62.5%,0.6%,258,0.1%,24
16,17,Astra,0.95, 14.7  /  15.5  /  7.4 ,60.9%,0.6%,192,0.2%,23
17,18,Skye,1.1, 14.9  /  13.5  /  7.3 ,76.2%,0.5%,190,0.2%,21
18,19,Omen,1.61, 24  /  14.9  /  10.4 ,85.7%,0.3%,280,0.1%,14
19,20,Harbor,1.24, 18.3  /  14.8  /  7.6 ,80.0%,0.2%,227,10,
20,21,Sova,1.05, 16  /  15.3  /  9 ,0.0%,0.1%,246,4,
