,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.08, 17.4  /  16.1  /  3.4 ,50.0%,15.9%,236,0.2%,"35,093"
1,2,Omen,0.98, 14.8  /  15.1  /  8.9 ,49.8%,13.4%,201,0.1%,"29,548"
2,3,Raze,1.06, 17  /  16  /  4.6 ,51.1%,11.3%,241,0.2%,"24,939"
3,4,Killjoy,1.06, 15.3  /  14.4  /  3.3 ,51.0%,9.3%,206,0.1%,"20,572"
4,5,Skye,0.96, 14.5  /  15  /  8.9 ,50.2%,9.0%,196,0.1%,"19,847"
5,6,Reyna,1.11, 17.5  /  15.7  /  4.2 ,49.4%,7.9%,237,0.2%,"17,509"
6,7,Chamber,1.11, 16.7  /  15.1  /  2.4 ,49.2%,6.7%,220,0.2%,"14,880"
7,8,Breach,0.94, 14.3  /  15.2  /  8.1 ,49.3%,5.7%,194,0.1%,"12,586"
8,9,Gekko,0.95, 14.3  /  15  /  4.9 ,49.5%,3.4%,190,0.1%,"7,523"
9,10,Deadlock,1.03, 15.5  /  15  /  3.7 ,50.1%,3.3%,246,0.1%,"7,384"
10,11,Astra,1.03, 15.2  /  14.8  /  7.4 ,48.4%,2.6%,203,0.1%,"5,675"
11,12,Cypher,1.04, 15.2  /  14.7  /  4.6 ,49.1%,1.7%,203,0.1%,"3,724"
12,13,Brimstone,0.99, 14.7  /  14.8  /  10.6 ,53.1%,1.6%,207,0.1%,"3,511"
13,14,Fade,0.99, 14.9  /  15  /  7.1 ,50.7%,1.3%,200,0.1%,"2,862"
14,15,Phoenix,1.09, 17  /  15.5  /  4.6 ,49.2%,1.1%,235,0.2%,"2,515"
15,16,Yoru,1.02, 16.4  /  16  /  4.4 ,48.5%,1.0%,222,0.2%,"2,156"
16,17,Viper,1.05, 15.3  /  14.6  /  6.1 ,52.0%,1.0%,211,0.1%,"2,145"
17,18,Harbor,0.94, 14.4  /  15.3  /  6.9 ,47.1%,1.0%,192,0.1%,"2,127"
18,19,Neon,0.99, 16.3  /  16.6  /  4.3 ,46.1%,0.9%,226,0.2%,"1,974"
19,20,Sage,0.99, 14.8  /  14.9  /  7 ,51.7%,0.9%,201,0.1%,"1,960"
20,21,Sova,1.01, 14.9  /  14.6  /  6.3 ,50.0%,0.7%,208,0.1%,"1,465"
21,22,KAY/O,0.94, 14.8  /  15.8  /  10.7 ,46.7%,0.4%,208,0.1%,897
