,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Brimstone,1.02, 15.1  /  14.9  /  9.8 ,50.7%,14.8%,210,0.1%,"11,776",Controller
1,2,Jett,1.09, 17.6  /  16.1  /  3.6 ,50.1%,14.1%,240,0.1%,"11,252",Duelist
2,3,Breach,0.94, 14.5  /  15.4  /  7.8 ,47.9%,13.4%,197,0.1%,"10,705",Initiator
3,4,Killjoy,1.05, 15.3  /  14.5  /  3.6 ,52.1%,9.1%,206,0.2%,"7,279",Sentinel
4,5,Raze,1.06, 17  /  16.1  /  4.7 ,48.3%,8.9%,240,0.1%,"7,097",Duelist
5,6,Reyna,1.12, 17.6  /  15.7  /  4.3 ,48.7%,7.4%,239,0.1%,"5,890",Duelist
6,7,Gekko,1.0, 14.9  /  14.9  /  5.3 ,51.4%,6.7%,199,0.2%,"5,305",Initiator
7,8,Cypher,1.03, 15.3  /  14.9  /  4.7 ,48.1%,6.6%,204,0.1%,"5,296",Sentinel
8,9,Sage,0.97, 14.5  /  15  /  7 ,50.5%,3.3%,199,0.1%,"2,615",Sentinel
9,10,Fade,0.98, 14.9  /  15.2  /  6.3 ,47.1%,2.5%,203,0.1%,"2,006",Initiator
10,11,Viper,1.0, 14.9  /  14.9  /  6 ,48.7%,2.3%,206,0.1%,"1,860",Controller
11,12,Neon,0.98, 16.3  /  16.6  /  4.4 ,46.7%,2.2%,228,0.1%,"1,759",Duelist
12,13,KAY/O,0.97, 15  /  15.4  /  9.7 ,46.7%,2.1%,209,0.1%,"1,710",Initiator
13,14,Chamber,1.08, 16.5  /  15.2  /  2.7 ,46.8%,1.7%,221,0.1%,"1,388",Sentinel
14,15,Phoenix,1.14, 17.6  /  15.4  /  4.7 ,53.3%,1.2%,242,0.1%,917,Duelist
15,16,Astra,1.1, 15.8  /  14.4  /  6.9 ,50.0%,0.8%,214,0.2%,620,Controller
16,17,Skye,1.01, 15.3  /  15.2  /  7.6 ,54.2%,0.8%,208,0.2%,602,Initiator
17,18,Yoru,1.06, 16.4  /  15.4  /  4.4 ,50.6%,0.7%,226,0.1%,540,Duelist
18,19,Omen,1.04, 16.1  /  15.4  /  7.9 ,40.5%,0.7%,212,0.2%,528,Controller
19,20,Harbor,0.89, 14.1  /  15.8  /  6.6 ,43.9%,0.5%,190,0.1%,421,Controller
20,21,Sova,1.02, 15.1  /  14.8  /  6 ,54.8%,0.2%,206,0.1%,135,Initiator
