,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.07, 17.2  /  16.1  /  3.8 ,49.4%,16.1%,235,0.1%,"3,052"
1,2,Fade,0.97, 14.7  /  15.2  /  6.6 ,48.3%,11.6%,202,0.1%,"2,204"
2,3,Reyna,1.15, 18.1  /  15.7  /  4.3 ,50.7%,10.0%,249,0.1%,"1,892"
3,4,Astra,1.06, 15.4  /  14.6  /  7.5 ,49.4%,8.5%,206,0.2%,"1,619"
4,5,Killjoy,1.07, 15.4  /  14.3  /  3.7 ,51.9%,7.8%,211,0.2%,"1,471"
5,6,Cypher,1.06, 15.4  /  14.5  /  4.6 ,53.0%,7.0%,206,0.1%,"1,319"
6,7,Viper,1.02, 15.1  /  14.7  /  6.2 ,47.5%,6.0%,210,0.1%,"1,136"
7,8,Phoenix,1.14, 18.1  /  15.9  /  5.3 ,54.5%,5.3%,251,0.1%,"1,013"
8,9,Sage,0.94, 14.2  /  15.1  /  7 ,48.3%,3.9%,196,0.1%,743
9,10,Raze,1.02, 16.9  /  16.5  /  4.9 ,48.6%,3.8%,239,0.1%,727
10,11,Skye,0.96, 14.8  /  15.4  /  8 ,46.8%,3.7%,204,0.1%,694
11,12,Harbor,0.93, 14.5  /  15.5  /  6.4 ,43.4%,3.6%,198,0.1%,677
12,13,KAY/O,0.91, 14.6  /  16  /  9.6 ,42.0%,3.5%,207,0.1%,660
13,14,Chamber,1.09, 16  /  14.7  /  2.6 ,45.5%,2.2%,213,0.1%,413
14,15,Brimstone,1.03, 15.3  /  14.9  /  9 ,48.8%,1.8%,213,0.1%,334
15,16,Sova,1.07, 15.4  /  14.5  /  5.6 ,55.5%,1.6%,211,0.2%,308
16,17,Yoru,1.01, 15.9  /  15.8  /  4.4 ,41.2%,1.3%,220,0.1%,245
17,18,Neon,0.97, 16.6  /  17.1  /  4.1 ,45.2%,1.3%,228,0.1%,239
18,19,Omen,0.98, 15.4  /  15.7  /  7.9 ,48.7%,0.8%,211,0.2%,154
19,20,Breach,0.94, 14.7  /  15.6  /  8.1 ,51.9%,0.4%,192,0.2%,77
