,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.09, 17.3  /  15.9  /  3.7 ,49.3%,14.4%,237,0.2%,"283,675",Duelist
1,2,Reyna,1.14, 17.8  /  15.6  /  4.4 ,50.2%,10.6%,246,0.2%,"209,605",Duelist
2,3,Skye,0.94, 14.3  /  15.1  /  7.9 ,49.9%,6.8%,198,0.1%,"135,018",Initiator
3,4,Chamber,1.1, 16.3  /  14.9  /  2.9 ,48.9%,5.7%,219,0.2%,"112,596",Sentinel
4,5,Viper,1.02, 15  /  14.7  /  6.1 ,49.9%,5.6%,208,0.1%,"111,277",Controller
5,6,Killjoy,1.02, 14.7  /  14.4  /  3.7 ,50.2%,5.2%,204,0.1%,"101,861",Sentinel
6,7,Astra,1.05, 15.1  /  14.4  /  6.8 ,50.5%,5.2%,206,0.1%,"101,638",Controller
7,8,Sage,0.92, 13.8  /  15  /  7 ,50.1%,4.5%,191,0.1%,"88,094",Sentinel
8,9,Fade,0.96, 14.5  /  15.1  /  6.5 ,49.7%,4.3%,199,0.1%,"84,915",Initiator
9,10,Raze,1.04, 16.6  /  15.9  /  4.8 ,50.2%,4.2%,238,0.2%,"83,654",Duelist
10,11,Deadlock,1.0, 15.2  /  15.2  /  4 ,48.8%,4.2%,209,0.1%,"83,415",Sentinel
11,12,Gekko,0.95, 14.2  /  15  /  5 ,50.3%,4.2%,193,0.1%,"82,120",Initiator
12,13,Phoenix,1.12, 17.4  /  15.5  /  4.9 ,51.4%,3.9%,242,0.2%,"76,232",Duelist
13,14,Cypher,1.02, 14.8  /  14.5  /  4.8 ,50.1%,3.6%,201,0.1%,"70,343",Sentinel
14,15,Omen,0.97, 14.7  /  15.2  /  7.1 ,47.8%,3.5%,203,0.1%,"68,621",Controller
15,16,Brimstone,0.96, 14.3  /  14.9  /  8.7 ,50.8%,3.3%,204,0.1%,"65,676",Controller
16,17,Harbor,0.92, 14  /  15.2  /  6.4 ,46.9%,3.2%,192,0.1%,"62,577",Controller
17,18,KAY/O,0.92, 14.4  /  15.6  /  8.7 ,44.7%,2.1%,204,0.1%,"41,903",Initiator
18,19,Sova,0.99, 14.6  /  14.7  /  5.7 ,48.3%,1.9%,205,0.1%,"38,075",Initiator
19,20,Yoru,1.03, 16.1  /  15.7  /  4.4 ,48.0%,1.3%,223,0.2%,"25,885",Duelist
20,21,Breach,0.93, 14.3  /  15.5  /  6.8 ,47.2%,1.2%,200,0.1%,"23,410",Initiator
21,22,Neon,0.98, 16.1  /  16.4  /  4.2 ,47.5%,1.1%,225,0.2%,"22,024",Duelist
