,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Sage,0.93, 13.6  /  14.6  /  7.4 ,50.9%,12.1%,193,0.1%,"1,145,739",Sentinel
1,2,Reyna,1.18, 18.1  /  15.3  /  4.6 ,50.8%,12.0%,255,0.1%,"1,135,460",Duelist
2,3,Omen,1.01, 15.2  /  15  /  6.4 ,49.2%,8.7%,212,0.1%,"825,170",Controller
3,4,Jett,1.11, 17.3  /  15.6  /  4 ,49.6%,8.6%,245,0.1%,"815,973",Duelist
4,5,Raze,1.07, 16.7  /  15.6  /  5 ,50.6%,8.3%,245,0.1%,"783,550",Duelist
5,6,Killjoy,1.01, 14.4  /  14.2  /  4 ,50.3%,6.2%,204,0.1%,"590,415",Sentinel
6,7,Skye,0.95, 14  /  14.8  /  7.8 ,49.4%,5.5%,200,0.1%,"520,356",Initiator
7,8,Brimstone,0.98, 14.5  /  14.8  /  7.9 ,50.5%,5.0%,210,0.1%,"477,312",Controller
8,9,Cypher,1.02, 14.7  /  14.3  /  5 ,49.3%,4.5%,204,0.1%,"423,182",Sentinel
9,10,Gekko,0.94, 14  /  14.9  /  4.7 ,49.8%,4.0%,196,0.1%,"378,096",Initiator
10,11,Phoenix,1.12, 16.9  /  15.1  /  4.7 ,50.1%,3.5%,242,0.1%,"333,139",Duelist
11,12,Viper,1.0, 14.5  /  14.6  /  5.4 ,49.2%,3.1%,206,0.1%,"291,477",Controller
12,13,Sova,0.98, 14.4  /  14.7  /  5.3 ,48.6%,2.8%,206,0.1%,"261,339",Initiator
13,14,KAY/O,0.91, 14  /  15.3  /  8.2 ,46.5%,2.6%,203,0.1%,"249,688",Initiator
14,15,Fade,0.94, 14.1  /  14.9  /  6 ,49.3%,2.6%,200,0.1%,"247,494",Initiator
15,16,Chamber,1.07, 15.9  /  14.8  /  3.3 ,48.0%,2.5%,219,0.1%,"233,965",Sentinel
16,17,Breach,0.95, 14.5  /  15.3  /  6.1 ,48.9%,2.2%,206,0.1%,"211,695",Initiator
17,18,Neon,1.0, 15.9  /  16  /  4.2 ,47.4%,1.9%,227,0.1%,"180,449",Duelist
18,19,Astra,1.05, 15.2  /  14.5  /  6 ,49.7%,1.7%,212,0.1%,"160,071",Controller
19,20,Yoru,1.02, 15.6  /  15.3  /  4.5 ,47.0%,1.7%,220,0.1%,"157,638",Duelist
20,21,Harbor,0.91, 13.9  /  15.2  /  5.6 ,45.7%,0.8%,196,0.1%,"72,045",Controller
