,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Sage,0.91, 13.5  /  14.8  /  7.1 ,50.9%,12.5%,189,0.1%,"31,491"
1,2,Reyna,1.16, 18.2  /  15.7  /  4.4 ,50.4%,11.7%,253,0.1%,"29,479"
2,3,Jett,1.11, 17.7  /  16  /  4 ,50.3%,10.5%,248,0.1%,"26,520"
3,4,Viper,1.01, 14.8  /  14.7  /  5.7 ,50.3%,9.9%,207,0.1%,"24,991"
4,5,Sova,0.99, 14.6  /  14.8  /  5.4 ,49.9%,7.3%,204,0.1%,"18,483"
5,6,Killjoy,1, 14.3  /  14.3  /  3.9 ,50.0%,6.6%,201,0.2%,"16,546"
6,7,Raze,1.04, 16.6  /  16  /  4.8 ,48.9%,6.0%,240,0.1%,"14,975"
7,8,Gekko,0.95, 14.3  /  15  /  4.8 ,50.8%,5.3%,196,0.1%,"13,387"
8,9,Omen,0.98, 15.2  /  15.5  /  5.8 ,48.4%,5.2%,212,0.1%,"12,992"
9,10,KAY/O,0.91, 14.3  /  15.6  /  8.6 ,45.2%,3.4%,206,0.1%,"8,620"
10,11,Fade,0.94, 14.3  /  15.2  /  6.2 ,48.7%,2.9%,201,0.1%,"7,375"
11,12,Brimstone,0.95, 14.4  /  15.1  /  7 ,48.4%,2.8%,205,0.1%,"7,156"
12,13,Chamber,1.1, 16.4  /  15  /  3.2 ,47.1%,2.8%,223,0.1%,"6,971"
13,14,Skye,0.93, 14.2  /  15.3  /  7.3 ,47.0%,2.6%,199,0.1%,"6,613"
14,15,Phoenix,1.09, 16.9  /  15.5  /  4.4 ,49.2%,2.4%,238,0.1%,"6,129"
15,16,Neon,1.01, 16.3  /  16.1  /  4.2 ,49.2%,1.7%,234,0.1%,"4,396"
16,17,Cypher,0.99, 14.5  /  14.7  /  4.6 ,48.0%,1.6%,200,0.1%,"3,966"
17,18,Yoru,0.99, 15.6  /  15.7  /  4 ,45.6%,1.4%,217,0.1%,"3,604"
18,19,Harbor,0.92, 14  /  15.2  /  6 ,47.7%,1.3%,194,0.1%,"3,244"
19,20,Breach,0.91, 14.3  /  15.7  /  6 ,45.1%,1.2%,201,0.1%,"3,090"
20,21,Astra,1.04, 15.6  /  15.1  /  5.2 ,47.9%,0.6%,213,0.1%,"1,469"
