,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Reyna,1.2, 18.2  /  15.1  /  4.5 ,51.3%,12.4%,258,0.1%,"44,062"
1,2,Sage,0.91, 13.3  /  14.6  /  6.9 ,49.9%,10.4%,190,0.1%,"37,023"
2,3,Jett,1.12, 17.2  /  15.4  /  3.9 ,49.8%,8.2%,244,0.1%,"29,098"
3,4,Omen,0.97, 14.7  /  15.1  /  5.9 ,48.3%,7.3%,207,0.1%,"26,032"
4,5,Raze,1.07, 16.5  /  15.4  /  5 ,50.7%,7.2%,244,0.1%,"25,603"
5,6,Killjoy,0.99, 14  /  14.1  /  4 ,50.3%,6.9%,200,0.2%,"24,421"
6,7,Skye,0.93, 13.8  /  14.9  /  7.5 ,48.4%,5.3%,198,0.1%,"18,896"
7,8,Brimstone,0.97, 14.4  /  14.8  /  7.3 ,51.2%,4.6%,207,0.1%,"16,238"
8,9,Breach,0.95, 14.3  /  15.1  /  6.2 ,50.1%,4.2%,203,0.1%,"14,809"
9,10,Fade,0.94, 13.9  /  14.8  /  6.1 ,49.8%,4.2%,199,0.1%,"14,806"
10,11,Phoenix,1.12, 16.9  /  15  /  4.6 ,50.9%,4.0%,241,0.1%,"14,129"
11,12,KAY/O,0.9, 13.9  /  15.3  /  8.6 ,46.2%,3.8%,203,0.1%,"13,500"
12,13,Sova,0.96, 14.1  /  14.7  /  5.3 ,48.8%,3.3%,204,0.1%,"11,701"
13,14,Cypher,0.99, 14.2  /  14.4  /  4.7 ,49.2%,3.2%,199,0.2%,"11,391"
14,15,Chamber,1.09, 16.1  /  14.7  /  3.3 ,49.6%,3.1%,221,0.1%,"11,165"
15,16,Viper,0.99, 14.2  /  14.4  /  5.3 ,49.9%,3.1%,204,0.2%,"11,039"
16,17,Neon,1.01, 16  /  15.8  /  4.2 ,49.2%,2.9%,230,0.1%,"10,214"
17,18,Harbor,0.91, 13.7  /  15  /  5.6 ,47.0%,2.2%,195,0.1%,"7,841"
18,19,Yoru,1, 15.3  /  15.4  /  4.3 ,46.6%,2.1%,217,0.1%,"7,324"
19,20,Astra,1.03, 14.9  /  14.5  /  5.4 ,49.6%,1.5%,208,0.1%,"5,475"
