,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Sage,0.86, 12.4  /  14.4  /  6.9 ,49.7%,12.7%,179,0.1%,"25,838",Sentinel
1,2,Reyna,1.12, 16.8  /  15  /  4.8 ,50.3%,11.5%,242,0.1%,"23,312",Duelist
2,3,Killjoy,0.96, 13.2  /  13.7  /  4.4 ,50.9%,6.4%,196,0.2%,"12,876",Sentinel
3,4,Jett,1.04, 15.8  /  15.1  /  4.1 ,49.0%,6.2%,227,0.1%,"12,601",Duelist
4,5,Raze,1.0, 15.1  /  15.1  /  5 ,50.3%,5.9%,227,0.1%,"11,939",Duelist
5,6,Omen,0.95, 14  /  14.8  /  5.6 ,49.4%,5.5%,201,0.1%,"11,172",Controller
6,7,Fade,0.9, 13.4  /  14.9  /  6.4 ,49.6%,5.3%,194,0.1%,"10,822",Initiator
7,8,Viper,0.92, 13.2  /  14.4  /  5.7 ,47.9%,5.1%,194,0.1%,"10,364",Controller
8,9,Gekko,0.93, 13.6  /  14.6  /  5.1 ,50.5%,4.4%,194,0.1%,"8,842",Initiator
9,10,Brimstone,0.93, 13.5  /  14.5  /  7 ,49.0%,4.3%,199,0.1%,"8,768",Controller
10,11,Skye,0.88, 13  /  14.7  /  7.8 ,48.6%,3.9%,190,0.1%,"7,998",Initiator
11,12,Phoenix,1.03, 15.4  /  15  /  4.8 ,49.4%,3.9%,224,0.1%,"7,914",Duelist
12,13,Sova,0.93, 13.5  /  14.6  /  5.5 ,48.2%,3.8%,197,0.1%,"7,629",Initiator
13,14,KAY/O,0.84, 12.9  /  15.2  /  8 ,45.4%,3.5%,191,0.1%,"7,055",Initiator
14,15,Cypher,0.94, 13.2  /  14  /  5 ,47.0%,3.4%,188,0.2%,"6,865",Sentinel
15,16,Neon,0.97, 15.3  /  15.7  /  4.4 ,49.6%,3.3%,223,0.1%,"6,755",Duelist
16,17,Yoru,0.95, 14.5  /  15.2  /  4.4 ,47.3%,3.1%,208,0.1%,"6,261",Duelist
17,18,Chamber,1.02, 14.7  /  14.4  /  3.5 ,48.0%,2.7%,207,0.1%,"5,505",Sentinel
18,19,Harbor,0.83, 12.5  /  15  /  5.8 ,45.1%,2.0%,181,0.1%,"4,013",Controller
19,20,Breach,0.91, 13.7  /  15.1  /  6 ,49.3%,1.7%,199,0.1%,"3,536",Initiator
20,21,Astra,1.0, 14  /  14.1  /  5.6 ,49.9%,1.3%,198,0.1%,"2,689",Controller
