,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Sage,0.73, 10.2  /  14  /  5.4 ,50.3%,12.9%,153,0.1%,"62,591",Sentinel
1,2,Reyna,0.97, 13.9  /  14.3  /  4.1 ,50.5%,11.1%,205,0.1%,"53,723",Duelist
2,3,Raze,0.87, 12.5  /  14.5  /  4.2 ,49.9%,8.0%,191,0.1%,"38,843",Duelist
3,4,Jett,0.9, 12.9  /  14.3  /  3.5 ,49.2%,7.3%,192,0.1%,"35,325",Duelist
4,5,Omen,0.83, 11.9  /  14.4  /  4.4 ,49.6%,6.9%,174,0.1%,"33,254",Controller
5,6,Yoru,0.83, 12  /  14.5  /  3.8 ,47.4%,5.6%,176,0.1%,"27,021",Duelist
6,7,Phoenix,0.86, 12.2  /  14.1  /  3.8 ,48.6%,5.5%,183,0.1%,"26,639",Duelist
7,8,Gekko,0.75, 10.9  /  14.5  /  4.1 ,49.6%,5.2%,160,0.1%,"25,167",Initiator
8,9,Neon,0.8, 11.7  /  14.7  /  3.6 ,48.2%,4.6%,177,0.1%,"22,364",Duelist
9,10,Sova,0.78, 10.9  /  14.1  /  4.4 ,48.9%,4.6%,165,0.1%,"22,069",Initiator
10,11,Fade,0.73, 10.5  /  14.5  /  5.5 ,49.4%,4.2%,159,0.1%,"20,199",Initiator
11,12,Killjoy,0.79, 10.8  /  13.6  /  3.7 ,50.7%,4.0%,165,0.1%,"19,446",Sentinel
12,13,Brimstone,0.8, 11.3  /  14.1  /  5.1 ,47.7%,3.5%,171,0.1%,"16,765",Controller
13,14,Skye,0.77, 10.8  /  14.1  /  6.1 ,49.6%,3.3%,163,0.1%,"16,152",Initiator
14,15,Viper,0.76, 10.8  /  14.3  /  4.4 ,49.6%,3.3%,162,0.1%,"16,031",Controller
15,16,KAY/O,0.74, 10.7  /  14.5  /  6.8 ,47.1%,2.5%,164,0.1%,"12,225",Initiator
16,17,Cypher,0.83, 11.4  /  13.8  /  4.4 ,48.9%,2.5%,168,0.1%,"12,032",Sentinel
17,18,Chamber,0.86, 12.1  /  14  /  3.2 ,48.5%,2.1%,176,0.1%,"10,289",Sentinel
18,19,Breach,0.82, 11.5  /  14.1  /  4.7 ,47.6%,1.4%,173,0.1%,"6,675",Initiator
19,20,Harbor,0.72, 10.5  /  14.6  /  4.6 ,46.9%,1.0%,157,0.1%,"4,674",Controller
20,21,Astra,0.88, 11.5  /  13  /  3.7 ,47.3%,0.5%,172,0.1%,"2,644",Controller
