,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.08, 17.2  /  16  /  3.6 ,49.2%,15.4%,235,0.2%,"217,364",Duelist
1,2,Reyna,1.13, 17.7  /  15.7  /  4.4 ,50.0%,10.0%,243,0.2%,"141,290",Duelist
2,3,Skye,0.94, 14.3  /  15.2  /  8 ,49.5%,7.3%,198,0.1%,"102,883",Initiator
3,4,Astra,1.04, 15.1  /  14.5  /  7 ,50.0%,6.1%,204,0.1%,"86,488",Controller
4,5,Chamber,1.09, 16.3  /  15  /  2.8 ,48.4%,6.0%,217,0.2%,"84,691",Sentinel
5,6,Viper,1.02, 15.1  /  14.7  /  6.2 ,50.1%,5.8%,209,0.1%,"81,142",Controller
6,7,Killjoy,1.03, 14.9  /  14.5  /  3.6 ,50.6%,5.5%,204,0.1%,"77,217",Sentinel
7,8,Fade,0.96, 14.6  /  15.1  /  6.6 ,49.7%,4.7%,200,0.1%,"65,957",Initiator
8,9,Gekko,0.95, 14.2  /  15  /  5 ,50.5%,4.1%,192,0.1%,"58,276",Initiator
9,10,Deadlock,1.01, 15.3  /  15.2  /  3.9 ,48.7%,4.0%,210,0.1%,"56,898",Sentinel
10,11,Phoenix,1.11, 17.3  /  15.6  /  4.9 ,51.1%,4.0%,241,0.2%,"56,111",Duelist
11,12,Raze,1.04, 16.6  /  16  /  4.8 ,50.3%,3.9%,237,0.2%,"54,965",Duelist
12,13,Cypher,1.02, 14.8  /  14.6  /  4.7 ,50.2%,3.8%,200,0.1%,"54,000",Sentinel
13,14,Sage,0.93, 13.9  /  15.1  /  7 ,50.2%,3.5%,193,0.1%,"49,224",Sentinel
14,15,Harbor,0.92, 14  /  15.2  /  6.5 ,46.5%,3.3%,191,0.1%,"46,884",Controller
15,16,Brimstone,0.97, 14.4  /  14.9  /  9 ,51.5%,2.9%,203,0.1%,"40,979",Controller
16,17,Omen,0.96, 14.7  /  15.2  /  7.4 ,47.9%,2.7%,202,0.1%,"38,118",Controller
17,18,KAY/O,0.92, 14.4  /  15.7  /  8.9 ,44.5%,2.0%,203,0.1%,"27,966",Initiator
18,19,Sova,0.99, 14.6  /  14.7  /  5.8 ,49.7%,1.7%,204,0.1%,"23,756",Initiator
19,20,Yoru,1.02, 16.1  /  15.8  /  4.4 ,47.7%,1.3%,221,0.2%,"17,861",Duelist
20,21,Neon,0.97, 16.1  /  16.5  /  4.1 ,47.6%,1.0%,224,0.2%,"13,844",Duelist
21,22,Breach,0.92, 14.4  /  15.6  /  7.1 ,46.7%,0.9%,199,0.1%,"12,291",Initiator
