,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Jett,1.09, 17.6  /  16.1  /  3.4 ,52.2%,14.4%,240,0.2%,"164,679"
1,2,Chamber,1.13, 17.3  /  15.2  /  2.6 ,50.8%,12.0%,227,0.2%,"137,598"
2,3,Reyna,1.11, 17.7  /  15.9  /  4.1 ,51.4%,9.2%,241,0.2%,"105,876"
3,4,Sova,1.02, 15.1  /  14.8  /  5.9 ,50.8%,8.5%,206,0.1%,"97,716"
4,5,Viper,1, 14.7  /  14.7  /  5.6 ,50.4%,6.7%,202,0.1%,"76,602"
5,6,Raze,1.06, 17  /  16.1  /  4.6 ,52.5%,6.1%,242,0.2%,"69,513"
6,7,Fade,0.97, 14.7  /  15.2  /  6.7 ,50.4%,5.7%,200,0.1%,"65,331"
7,8,Brimstone,1, 15.1  /  15.1  /  8.5 ,51.2%,5.2%,208,0.1%,"59,007"
8,9,Sage,0.97, 14.6  /  15  /  6.5 ,50.8%,4.6%,199,0.1%,"52,938"
9,10,Omen,0.98, 15  /  15.2  /  7.7 ,47.7%,4.4%,204,0.1%,"50,898"
10,11,Cypher,1.02, 15.2  /  14.9  /  4.3 ,50.1%,4.3%,204,0.1%,"49,827"
11,12,KAY/O,0.95, 14.9  /  15.7  /  9 ,45.0%,3.2%,207,0.1%,"36,618"
12,13,Phoenix,1.1, 17.7  /  16.1  /  4.6 ,49.7%,2.9%,243,0.2%,"32,844"
13,14,Killjoy,1.07, 15.6  /  14.6  /  3.6 ,49.0%,2.8%,213,0.1%,"31,926"
14,15,Breach,0.95, 14.3  /  15.1  /  7.9 ,53.1%,2.8%,195,0.1%,"31,875"
15,16,Astra,1.06, 15.3  /  14.5  /  6.7 ,51.5%,2.7%,208,0.1%,"30,804"
16,17,Skye,0.99, 14.9  /  15.1  /  7.2 ,48.6%,1.8%,203,0.1%,"20,349"
17,18,Neon,1.02, 17.2  /  16.9  /  4.1 ,47.1%,1.2%,234,0.2%,"14,280"
18,19,Yoru,1.06, 17  /  16  /  4.5 ,50.6%,1.0%,229,0.2%,"11,985"
19,20,Harbor,0.88, 13.1  /  14.8  /  4.3 ,43.0%,0.4%,182,0.1%,"5,100"
