,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Sage,0.79, 11.5  /  14.4  /  6.2 ,49.3%,14.5%,169,0.1%,"26,688",Sentinel
1,2,Reyna,1.03, 15.4  /  14.9  /  4.4 ,48.6%,10.9%,225,0.1%,"20,052",Duelist
2,3,Raze,0.91, 13.7  /  15  /  4.5 ,48.9%,7.0%,206,0.1%,"12,826",Duelist
3,4,Jett,0.98, 14.8  /  15.1  /  3.9 ,49.4%,7.0%,216,0.1%,"12,814",Duelist
4,5,Viper,0.87, 12.5  /  14.4  /  4.9 ,47.9%,6.2%,183,0.1%,"11,460",Controller
5,6,Omen,0.9, 13.5  /  15  /  4.6 ,49.2%,6.2%,195,0.1%,"11,447",Controller
6,7,Sova,0.86, 12.4  /  14.4  /  4.8 ,48.9%,6.2%,182,0.1%,"11,411",Initiator
7,8,Killjoy,0.89, 12.3  /  13.8  /  4.1 ,51.9%,5.7%,184,0.2%,"10,395",Sentinel
8,9,Fade,0.81, 12  /  14.8  /  6 ,48.7%,4.8%,178,0.1%,"8,838",Initiator
9,10,Yoru,0.88, 13.3  /  15.1  /  4 ,45.7%,4.4%,192,0.1%,"8,129",Duelist
10,11,Phoenix,0.92, 13.7  /  14.9  /  4.1 ,48.0%,4.4%,202,0.1%,"8,106",Duelist
11,12,Neon,0.88, 13.6  /  15.4  /  4 ,47.7%,4.2%,200,0.1%,"7,642",Duelist
12,13,KAY/O,0.82, 12.3  /  14.9  /  7.7 ,48.1%,3.8%,185,0.1%,"6,984",Initiator
13,14,Skye,0.81, 11.8  /  14.7  /  6.6 ,48.2%,3.8%,175,0.1%,"6,930",Initiator
14,15,Brimstone,0.88, 12.8  /  14.6  /  5.7 ,49.3%,3.0%,189,0.1%,"5,532",Controller
15,16,Cypher,0.88, 12.6  /  14.3  /  4.8 ,46.5%,2.4%,181,0.1%,"4,505",Sentinel
16,17,Chamber,0.96, 13.8  /  14.4  /  3.4 ,48.8%,2.4%,198,0.1%,"4,461",Sentinel
17,18,Breach,0.86, 12.8  /  14.9  /  5.4 ,49.8%,1.3%,188,0.1%,"2,483",Initiator
18,19,Harbor,0.79, 11.9  /  15  /  5.1 ,48.2%,1.2%,173,0.1%,"2,274",Controller
19,20,Astra,0.93, 13.2  /  14.2  /  4.5 ,49.9%,0.5%,194,0.1%,976,Controller
