,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Reyna,1.18, 17.9  /  15.2  /  4.3 ,50.3%,11.8%,251,0.2%,"570,962",Duelist
1,2,Raze,1.07, 16.6  /  15.5  /  4.8 ,50.1%,9.0%,242,0.2%,"434,891",Duelist
2,3,Sage,0.9, 13.2  /  14.7  /  6.6 ,50.1%,8.5%,187,0.1%,"409,759",Sentinel
3,4,Brimstone,0.98, 14.3  /  14.6  /  7.4 ,50.9%,7.8%,204,0.1%,"378,134",Controller
4,5,Jett,1.1, 17  /  15.5  /  3.7 ,49.3%,7.4%,239,0.2%,"355,699",Duelist
5,6,Skye,0.93, 13.8  /  14.8  /  7.2 ,49.4%,7.1%,194,0.1%,"342,238",Initiator
6,7,Omen,0.98, 14.7  /  15  /  6.1 ,48.2%,7.0%,206,0.1%,"336,410",Controller
7,8,Deadlock,0.97, 14.5  /  14.9  /  3.9 ,48.8%,4.9%,206,0.1%,"238,424",Sentinel
8,9,Killjoy,0.97, 13.8  /  14.1  /  3.8 ,50.2%,4.8%,196,0.1%,"229,723",Sentinel
9,10,Cypher,0.98, 14.1  /  14.3  /  4.7 ,49.3%,4.1%,194,0.1%,"200,134",Sentinel
10,11,Phoenix,1.11, 16.7  /  15.1  /  4.4 ,50.0%,3.4%,237,0.2%,"164,109",Duelist
11,12,Chamber,1.08, 15.7  /  14.5  /  3 ,48.9%,3.4%,215,0.2%,"161,940",Sentinel
12,13,Gekko,0.92, 13.7  /  14.9  /  4.6 ,49.5%,3.2%,192,0.1%,"154,279",Initiator
13,14,Sova,0.97, 14.2  /  14.6  /  5.3 ,49.4%,2.9%,202,0.1%,"137,885",Initiator
14,15,Viper,0.98, 14.3  /  14.6  /  5.2 ,48.9%,2.7%,203,0.1%,"131,271",Controller
15,16,Fade,0.93, 13.8  /  14.9  /  6 ,49.0%,2.6%,195,0.1%,"126,220",Initiator
16,17,Breach,0.93, 14.3  /  15.3  /  5.7 ,48.1%,2.1%,201,0.1%,"101,314",Initiator
17,18,KAY/O,0.9, 13.7  /  15.3  /  7.9 ,45.5%,2.0%,199,0.1%,"94,970",Initiator
18,19,Yoru,1.01, 15.5  /  15.4  /  4.1 ,46.4%,1.9%,218,0.2%,"93,793",Duelist
19,20,Neon,1.0, 15.9  /  15.9  /  4 ,47.1%,1.7%,225,0.2%,"82,484",Duelist
20,21,Astra,1.03, 14.9  /  14.5  /  5.6 ,48.7%,1.1%,205,0.1%,"54,729",Controller
21,22,Harbor,0.9, 13.6  /  15.1  /  5.4 ,45.1%,0.7%,191,0.1%,"32,965",Controller
