,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.09, 17.4  /  16  /  3.7 ,49.2%,11.0%,241,0.1%,"19,648"
1,2,Reyna,1.15, 17.8  /  15.6  /  4.3 ,48.9%,10.5%,247,0.1%,"18,806"
2,3,Raze,1.07, 16.9  /  15.8  /  4.8 ,50.2%,8.5%,245,0.1%,"15,123"
3,4,Omen,0.98, 14.8  /  15.1  /  6.9 ,48.2%,8.1%,204,0.1%,"14,482"
4,5,Killjoy,1.02, 14.6  /  14.3  /  3.7 ,50.4%,7.7%,202,0.2%,"13,735"
5,6,Sage,0.93, 14  /  14.9  /  7.1 ,51.9%,6.3%,193,0.1%,"11,291"
6,7,Breach,0.94, 14.4  /  15.3  /  7 ,48.7%,6.2%,200,0.1%,"11,138"
7,8,Skye,0.95, 14.3  /  15.2  /  7.8 ,49.2%,5.6%,199,0.1%,"10,078"
8,9,Fade,0.96, 14.5  /  15  /  6.3 ,48.7%,4.6%,200,0.1%,"8,310"
9,10,Chamber,1.12, 16.7  /  15  /  2.9 ,48.9%,4.4%,224,0.1%,"7,877"
10,11,Brimstone,0.96, 14.4  /  14.9  /  8.3 ,49.7%,4.1%,205,0.1%,"7,247"
11,12,Cypher,1, 14.7  /  14.7  /  4.7 ,49.2%,3.6%,200,0.2%,"6,451"
12,13,KAY/O,0.91, 14.3  /  15.7  /  9.2 ,45.1%,3.3%,204,0.1%,"5,940"
13,14,Phoenix,1.09, 17  /  15.6  /  4.6 ,49.3%,3.2%,236,0.1%,"5,671"
14,15,Harbor,0.93, 14.3  /  15.3  /  5.8 ,45.2%,3.0%,196,0.1%,"5,386"
15,16,Astra,1.02, 14.8  /  14.5  /  6.2 ,49.9%,2.5%,204,0.2%,"4,550"
16,17,Sova,0.97, 14.5  /  14.9  /  5.5 ,49.7%,2.3%,203,0.1%,"4,144"
17,18,Viper,1.01, 14.8  /  14.7  /  5.5 ,50.0%,1.9%,207,0.2%,"3,467"
18,19,Neon,0.97, 15.8  /  16.4  /  4.3 ,46.6%,1.8%,225,0.1%,"3,265"
19,20,Yoru,1.01, 15.7  /  15.6  /  4.2 ,47.8%,1.2%,219,0.1%,"2,141"
