,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Sage,0.72, 10.1  /  14  /  5.9 ,50.1%,12.3%,151,0.1%,"31,123"
1,2,Reyna,0.93, 13.5  /  14.5  /  4.3 ,49.9%,10.4%,201,0.2%,"26,268"
2,3,Raze,0.87, 12.7  /  14.5  /  4.9 ,50.6%,7.9%,197,0.1%,"19,859"
3,4,Jett,0.87, 12.6  /  14.6  /  3.6 ,48.0%,6.3%,187,0.2%,"15,974"
4,5,Omen,0.82, 11.8  /  14.4  /  4.8 ,49.2%,6.2%,173,0.1%,"15,708"
5,6,Deadlock,0.79, 11.4  /  14.4  /  3.7 ,48.9%,5.6%,165,0.1%,"14,146"
6,7,Yoru,0.8, 11.7  /  14.6  /  3.9 ,47.3%,4.9%,172,0.1%,"12,340"
7,8,Phoenix,0.85, 12.2  /  14.3  /  4.1 ,49.2%,4.9%,183,0.2%,"12,305"
8,9,Gekko,0.74, 10.7  /  14.5  /  4.4 ,49.2%,4.8%,157,0.1%,"12,191"
9,10,Sova,0.79, 11.2  /  14.1  /  4.9 ,49.8%,4.4%,168,0.1%,"11,202"
10,11,Killjoy,0.82, 11.1  /  13.5  /  4.1 ,51.4%,4.3%,168,0.1%,"10,922"
11,12,Neon,0.79, 11.5  /  14.6  /  3.7 ,47.6%,4.1%,173,0.2%,"10,324"
12,13,Skye,0.75, 10.7  /  14.3  /  6.8 ,49.6%,3.8%,160,0.1%,"9,648"
13,14,Fade,0.71, 10.3  /  14.5  /  5.7 ,47.8%,3.7%,156,0.1%,"9,390"
14,15,Brimstone,0.81, 11.5  /  14.1  /  6 ,50.0%,3.6%,174,0.1%,"9,048"
15,16,Viper,0.75, 10.7  /  14.2  /  4.5 ,48.1%,3.0%,160,0.1%,"7,462"
16,17,KAY/O,0.72, 10.5  /  14.5  /  6.9 ,47.0%,2.5%,162,0.1%,"6,380"
17,18,Cypher,0.8, 11  /  13.6  /  4.5 ,50.0%,2.3%,161,0.1%,"5,841"
18,19,Chamber,0.87, 12.2  /  14  /  3.2 ,49.2%,2.0%,178,0.2%,"4,978"
19,20,Breach,0.8, 11.4  /  14.4  /  5 ,46.9%,1.4%,172,0.1%,"3,632"
20,21,Harbor,0.75, 11  /  14.7  /  4.7 ,46.1%,0.8%,161,0.1%,"1,985"
21,22,Astra,0.9, 11.8  /  13.1  /  4.5 ,50.3%,0.5%,175,0.1%,"1,290"
