,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.1, 17.5  /  15.9  /  3.8 ,49.5%,11.4%,241,0.1%,"16,358",Duelist
1,2,Brimstone,1.0, 14.8  /  14.8  /  8.8 ,51.4%,11.3%,208,0.1%,"16,329",Controller
2,3,Breach,0.94, 14.5  /  15.4  /  7.1 ,47.9%,9.6%,200,0.1%,"13,882",Initiator
3,4,Reyna,1.16, 18.1  /  15.6  /  4.5 ,50.7%,9.3%,249,0.1%,"13,436",Duelist
4,5,Killjoy,1.03, 14.8  /  14.4  /  4 ,49.6%,7.9%,204,0.2%,"11,377",Sentinel
5,6,Raze,1.06, 16.8  /  15.8  /  4.8 ,49.6%,6.7%,240,0.1%,"9,667",Duelist
6,7,Gekko,0.97, 14.5  /  14.9  /  5.1 ,50.6%,6.5%,196,0.1%,"9,395",Initiator
7,8,Sage,0.94, 13.9  /  14.9  /  7 ,50.0%,6.0%,193,0.1%,"8,579",Sentinel
8,9,Cypher,1.01, 14.9  /  14.8  /  5 ,49.8%,4.8%,202,0.1%,"6,894",Sentinel
9,10,Viper,0.99, 14.6  /  14.8  /  5.8 ,48.5%,3.8%,204,0.2%,"5,464",Controller
10,11,Fade,0.97, 14.8  /  15.2  /  6.4 ,48.7%,3.5%,201,0.1%,"5,042",Initiator
11,12,Neon,1.03, 16.9  /  16.4  /  4.5 ,50.6%,2.9%,235,0.1%,"4,113",Duelist
12,13,KAY/O,0.93, 14.4  /  15.5  /  9.2 ,45.2%,2.8%,204,0.1%,"4,076",Initiator
13,14,Chamber,1.08, 16.4  /  15.2  /  3 ,47.8%,2.6%,220,0.1%,"3,716",Sentinel
14,15,Omen,0.97, 14.8  /  15.3  /  7 ,45.9%,2.5%,205,0.1%,"3,596",Controller
15,16,Skye,0.96, 14.4  /  15  /  7.2 ,48.9%,2.2%,201,0.1%,"3,176",Initiator
16,17,Phoenix,1.11, 17.2  /  15.5  /  4.7 ,50.6%,2.1%,239,0.1%,"3,047",Duelist
17,18,Astra,1.02, 15.2  /  14.8  /  6.5 ,47.7%,1.2%,206,0.1%,"1,691",Controller
18,19,Yoru,1.04, 16.2  /  15.6  /  4.4 ,50.3%,1.0%,223,0.1%,"1,500",Duelist
19,20,Sova,0.99, 14.9  /  15  /  5.5 ,48.3%,0.9%,205,0.1%,"1,347",Initiator
20,21,Harbor,0.89, 13.8  /  15.5  /  6.1 ,46.0%,0.9%,190,0.1%,"1,271",Controller
