,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Reyna,1.16, 18  /  15.4  /  4.5 ,50.0%,10.8%,249,0.1%,"24,781",Duelist
1,2,Jett,1.1, 17.4  /  15.8  /  3.9 ,48.5%,10.7%,241,0.1%,"24,527",Duelist
2,3,Brimstone,1.0, 14.8  /  14.7  /  8.4 ,51.5%,9.9%,208,0.2%,"22,749",Controller
3,4,Breach,0.94, 14.5  /  15.3  /  6.7 ,49.0%,9.3%,201,0.1%,"21,184",Initiator
4,5,Sage,0.92, 13.5  /  14.7  /  6.9 ,50.4%,7.8%,189,0.1%,"17,864",Sentinel
5,6,Killjoy,1.0, 14.4  /  14.4  /  4.1 ,50.0%,7.8%,201,0.2%,"17,835",Sentinel
6,7,Raze,1.06, 16.7  /  15.7  /  4.8 ,50.2%,6.7%,240,0.1%,"15,359",Duelist
7,8,Fade,0.96, 14.4  /  15  /  6.3 ,49.8%,4.3%,200,0.1%,"9,930",Initiator
8,9,Cypher,1.01, 14.7  /  14.5  /  4.9 ,49.7%,4.3%,202,0.1%,"9,826",Sentinel
9,10,Viper,0.98, 14.5  /  14.8  /  5.7 ,49.3%,4.2%,202,0.2%,"9,555",Controller
10,11,Skye,0.95, 14.3  /  15.1  /  7.3 ,48.8%,3.4%,200,0.1%,"7,779",Initiator
11,12,Omen,0.96, 14.7  /  15.3  /  6.6 ,46.7%,3.4%,204,0.1%,"7,741",Controller
12,13,KAY/O,0.91, 14.2  /  15.6  /  8.9 ,45.7%,3.3%,203,0.1%,"7,487",Initiator
13,14,Neon,1.02, 16.5  /  16.1  /  4.3 ,48.8%,3.3%,234,0.1%,"7,447",Duelist
14,15,Chamber,1.09, 16.4  /  15  /  3 ,49.0%,3.0%,222,0.1%,"6,844",Sentinel
15,16,Phoenix,1.12, 17.1  /  15.3  /  4.6 ,51.4%,2.7%,240,0.1%,"6,221",Duelist
16,17,Sova,0.95, 14.3  /  15  /  5.4 ,48.5%,1.7%,202,0.1%,"3,877",Initiator
17,18,Astra,1.04, 15.3  /  14.7  /  6.3 ,48.2%,1.3%,208,0.2%,"2,869",Controller
18,19,Yoru,0.98, 15.4  /  15.7  /  4.4 ,45.5%,1.1%,215,0.1%,"2,584",Duelist
19,20,Harbor,0.91, 13.8  /  15.1  /  5.8 ,46.9%,1.0%,193,0.1%,"2,296",Controller
