,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Reyna,1.18, 18.1  /  15.4  /  4.5 ,50.4%,11.8%,254,0.2%,"436,670"
1,2,Sage,0.94, 13.8  /  14.7  /  7.4 ,51.2%,10.1%,195,0.1%,"375,663"
2,3,Omen,1.01, 15.2  /  15  /  6.8 ,49.2%,9.5%,211,0.1%,"353,075"
3,4,Jett,1.11, 17.5  /  15.7  /  3.9 ,49.3%,9.4%,245,0.2%,"348,351"
4,5,Raze,1.08, 16.9  /  15.7  /  4.9 ,50.2%,8.5%,247,0.2%,"316,552"
5,6,Skye,0.96, 14.2  /  14.9  /  7.8 ,49.7%,6.7%,200,0.1%,"250,151"
6,7,Deadlock,1.01, 15.1  /  14.9  /  4 ,48.9%,5.0%,217,0.1%,"186,711"
7,8,Brimstone,0.98, 14.6  /  14.9  /  8.3 ,50.3%,4.8%,210,0.1%,"176,717"
8,9,Killjoy,1.02, 14.6  /  14.3  /  3.9 ,50.3%,4.7%,205,0.1%,"175,997"
9,10,Cypher,1.03, 14.8  /  14.4  /  4.9 ,49.2%,4.4%,205,0.1%,"163,016"
10,11,Phoenix,1.13, 17.2  /  15.3  /  4.7 ,50.4%,3.2%,243,0.2%,"117,300"
11,12,Gekko,0.95, 14.2  /  15  /  4.7 ,49.4%,2.7%,196,0.1%,"100,752"
12,13,Chamber,1.09, 16.2  /  14.9  /  3.1 ,48.4%,2.6%,222,0.2%,"97,062"
13,14,Breach,0.95, 14.6  /  15.3  /  6.3 ,48.4%,2.5%,205,0.1%,"92,627"
14,15,Viper,1, 14.7  /  14.7  /  5.5 ,48.2%,2.2%,206,0.1%,"83,279"
15,16,KAY/O,0.92, 14.2  /  15.4  /  8.3 ,45.9%,2.2%,204,0.1%,"80,422"
16,17,Astra,1.06, 15.4  /  14.5  /  6.2 ,49.9%,2.2%,212,0.1%,"80,161"
17,18,Sova,0.99, 14.6  /  14.8  /  5.3 ,48.0%,2.1%,207,0.1%,"78,556"
18,19,Fade,0.96, 14.3  /  15  /  6 ,48.8%,2.0%,200,0.1%,"74,693"
19,20,Neon,1.01, 16.2  /  16.1  /  4.2 ,47.4%,1.5%,229,0.2%,"54,067"
20,21,Yoru,1.03, 15.9  /  15.4  /  4.3 ,46.8%,1.4%,222,0.2%,"53,778"
21,22,Harbor,0.93, 14.1  /  15.2  /  5.6 ,44.8%,0.5%,198,0.1%,"17,102"
