,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Jett,1.07, 17.2  /  16  /  3.5 ,49.8%,16.3%,239,0.2%,"601,239"
1,2,Sage,0.96, 14.2  /  14.8  /  7.1 ,50.9%,12.7%,197,0.1%,"466,701"
2,3,Omen,0.96, 14.7  /  15.3  /  4 ,49.1%,12.3%,201,0.1%,"453,849"
3,4,Reyna,1.09, 17.2  /  15.8  /  4.3 ,49.9%,12.2%,239,0.2%,"449,871"
4,5,Raze,1.03, 16.5  /  16.1  /  4.9 ,50.6%,10.0%,239,0.2%,"367,149"
5,6,Sova,1, 14.4  /  14.4  /  6.7 ,51.2%,8.4%,205,0.1%,"311,100"
6,7,Killjoy,0.99, 14.2  /  14.4  /  3.7 ,51.2%,7.4%,199,0.1%,"272,544"
7,8,Cypher,0.96, 14.2  /  14.8  /  4.8 ,47.9%,5.5%,195,0.1%,"203,592"
8,9,Phoenix,1.05, 16.6  /  15.8  /  4.3 ,50.6%,4.2%,232,0.2%,"155,958"
9,10,Brimstone,0.97, 14.7  /  15.1  /  5.4 ,52.3%,3.9%,203,0.1%,"144,228"
10,11,Breach,0.88, 13.8  /  15.7  /  6.8 ,44.4%,2.1%,193,0.1%,"76,347"
11,12,Viper,0.99, 14.6  /  14.8  /  4.6 ,50.7%,1.7%,203,0.1%,"60,894"
12,13,Astra,0.96, 14.4  /  15  /  4.4 ,46.9%,1.5%,198,0.1%,"56,355"
13,14,Skye,0.93, 14.4  /  15.6  /  5.1 ,48.0%,1.2%,198,0.1%,"44,064"
14,15,Yoru,0.89, 14.4  /  16.1  /  3.9 ,43.8%,0.6%,199,0.2%,"21,420"
