,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Raze,1.05, 17.1  /  16.2  /  4.7 ,50.2%,14.2%,243,0.2%,"28,728"
1,2,Brimstone,0.99, 14.8  /  14.9  /  9 ,50.9%,13.6%,205,0.1%,"27,420"
2,3,Skye,0.96, 14.5  /  15.1  /  7.7 ,49.4%,13.4%,195,0.1%,"27,028"
3,4,Jett,1.09, 17.5  /  16.1  /  3.3 ,49.0%,12.9%,237,0.2%,"26,110"
4,5,Reyna,1.13, 17.7  /  15.7  /  4 ,49.5%,6.7%,239,0.2%,"13,593"
5,6,Cypher,1.01, 14.7  /  14.6  /  4.4 ,49.7%,6.7%,194,0.1%,"13,463"
6,7,Chamber,1.1, 16.4  /  15  /  2.5 ,49.3%,6.2%,215,0.2%,"12,568"
7,8,Sage,0.96, 14.4  /  14.9  /  6.8 ,51.2%,4.0%,194,0.1%,"8,038"
8,9,Deadlock,1.03, 15.5  /  15.1  /  3.7 ,49.8%,3.8%,204,0.1%,"7,700"
9,10,Sova,1.02, 14.9  /  14.6  /  5.8 ,49.8%,3.2%,205,0.1%,"6,557"
10,11,Omen,0.99, 15.1  /  15.3  /  7.7 ,46.1%,3.0%,204,0.1%,"6,148"
11,12,Killjoy,1.03, 14.9  /  14.5  /  3.2 ,49.6%,2.7%,200,0.1%,"5,458"
12,13,Fade,0.98, 14.8  /  15.1  /  6.5 ,47.9%,1.7%,200,0.1%,"3,404"
13,14,Yoru,1.04, 16.5  /  15.9  /  4.2 ,47.1%,1.5%,226,0.2%,"3,067"
14,15,Viper,1.07, 15.8  /  14.7  /  5.5 ,51.6%,1.4%,215,0.1%,"2,847"
15,16,Phoenix,1.11, 17.4  /  15.7  /  4.3 ,50.7%,1.4%,236,0.2%,"2,804"
16,17,Astra,1.03, 15.2  /  14.7  /  7.2 ,49.5%,1.2%,205,0.1%,"2,523"
17,18,Gekko,0.96, 14.5  /  15.2  /  4.5 ,46.8%,0.7%,193,0.1%,"1,409"
18,19,Breach,0.94, 14.6  /  15.5  /  7.4 ,46.8%,0.6%,199,0.1%,"1,232"
19,20,KAY/O,0.95, 14.8  /  15.6  /  9.3 ,42.3%,0.5%,208,0.1%,973
20,21,Neon,1.01, 16.7  /  16.6  /  4 ,48.2%,0.3%,228,0.2%,657
21,22,Harbor,0.93, 14.4  /  15.5  /  6.2 ,44.2%,0.2%,192,0.1%,464
