,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Jett,1.09, 17.4  /  16  /  3.6 ,49.8%,15.5%,242,0.2%,"516,375"
1,2,Sage,0.95, 14.1  /  14.8  /  6.9 ,50.6%,14.3%,197,0.1%,"475,218"
2,3,Reyna,1.1, 17.4  /  15.8  /  4.5 ,51.3%,13.5%,244,0.2%,"449,259"
3,4,Omen,0.96, 14.8  /  15.4  /  3.9 ,49.2%,10.5%,202,0.1%,"348,024"
4,5,Raze,1.03, 16.5  /  16  /  4.9 ,50.0%,8.2%,240,0.2%,"273,870"
5,6,Sova,0.98, 14.3  /  14.5  /  6.5 ,50.4%,8.0%,205,0.1%,"264,894"
6,7,Killjoy,0.96, 14  /  14.6  /  3.8 ,48.2%,6.5%,198,0.1%,"215,169"
7,8,Viper,0.98, 14.4  /  14.7  /  5.3 ,50.2%,4.4%,202,0.1%,"145,299"
8,9,Phoenix,1.04, 16.3  /  15.7  /  4.4 ,48.3%,4.1%,232,0.2%,"137,751"
9,10,Cypher,0.95, 14.1  /  14.8  /  4.8 ,48.1%,4.0%,195,0.1%,"134,130"
10,11,Brimstone,0.95, 14.2  /  15  /  5.3 ,49.7%,3.4%,201,0.1%,"112,353"
11,12,Skye,0.94, 14.4  /  15.3  /  5 ,48.9%,3.1%,199,0.1%,"101,592"
12,13,Breach,0.88, 13.7  /  15.6  /  6.1 ,45.1%,1.8%,195,0.1%,"59,772"
13,14,Astra,0.98, 14.7  /  15  /  4.3 ,50.6%,1.8%,199,0.1%,"59,619"
14,15,Yoru,0.96, 15  /  15.7  /  3.9 ,45.2%,1.1%,211,0.1%,"35,088"
