,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Sage,0.82, 11.8  /  14.4  /  6.7 ,49.9%,11.4%,172,0.1%,"345,120"
1,2,Reyna,1.04, 15.6  /  15.1  /  4.7 ,49.8%,10.7%,226,0.2%,"323,811"
2,3,Omen,0.91, 13.4  /  14.8  /  5.9 ,49.2%,7.9%,193,0.1%,"238,969"
3,4,Raze,0.95, 14.4  /  15.2  /  5.2 ,49.8%,7.0%,219,0.2%,"211,303"
4,5,Killjoy,0.94, 13  /  13.8  /  4.3 ,51.5%,6.5%,191,0.1%,"195,567"
5,6,Jett,0.98, 14.9  /  15.2  /  4 ,48.9%,6.2%,215,0.2%,"185,652"
6,7,Sova,0.89, 12.9  /  14.4  /  5.4 ,49.4%,4.9%,189,0.1%,"147,091"
7,8,Skye,0.82, 12.1  /  14.7  /  7.6 ,48.9%,4.8%,178,0.1%,"143,884"
8,9,Deadlock,0.89, 13.1  /  14.7  /  4 ,49.0%,4.7%,193,0.1%,"142,760"
9,10,Brimstone,0.9, 13.1  /  14.5  /  7.3 ,50.7%,4.5%,194,0.1%,"137,232"
10,11,Gekko,0.82, 12.2  /  14.9  /  4.7 ,48.2%,4.2%,175,0.1%,"126,898"
11,12,Phoenix,0.97, 14.4  /  14.9  /  4.7 ,48.9%,4.0%,211,0.2%,"120,777"
12,13,Yoru,0.89, 13.5  /  15.1  /  4.2 ,45.9%,3.2%,195,0.1%,"96,360"
13,14,Fade,0.82, 12.2  /  14.8  /  6.2 ,48.2%,3.1%,178,0.1%,"94,339"
14,15,Neon,0.89, 13.9  /  15.6  /  4.1 ,47.3%,3.0%,202,0.2%,"90,581"
15,16,KAY/O,0.81, 12.2  /  15  /  7.7 ,47.1%,2.8%,182,0.1%,"84,040"
16,17,Cypher,0.91, 12.8  /  14.2  /  5 ,48.9%,2.7%,182,0.1%,"82,292"
17,18,Viper,0.88, 12.7  /  14.4  /  5.2 ,49.6%,2.7%,186,0.1%,"81,596"
18,19,Chamber,0.98, 14.2  /  14.6  /  3.5 ,48.6%,2.3%,202,0.2%,"67,990"
19,20,Breach,0.88, 13.2  /  15.1  /  5.8 ,48.2%,1.8%,192,0.1%,"53,132"
20,21,Harbor,0.83, 12.3  /  14.9  /  5.5 ,46.7%,0.8%,179,0.1%,"25,263"
21,22,Astra,0.93, 13.4  /  14.3  /  5.6 ,48.9%,0.7%,191,0.1%,"22,095"
