,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Reyna,1.18, 18.1  /  15.3  /  4.4 ,50.3%,11.9%,253,0.2%,"481,856",Duelist
1,2,Omen,0.99, 14.8  /  15  /  6.6 ,49.3%,9.3%,207,0.1%,"377,826",Controller
2,3,Jett,1.12, 17.4  /  15.6  /  3.8 ,49.5%,8.9%,244,0.2%,"360,839",Duelist
3,4,Raze,1.08, 16.8  /  15.6  /  5.1 ,50.5%,7.9%,246,0.2%,"320,319",Duelist
4,5,Sage,0.91, 13.4  /  14.7  /  7 ,50.2%,7.3%,189,0.1%,"297,249",Sentinel
5,6,Skye,0.93, 13.9  /  14.9  /  7.9 ,49.2%,6.3%,196,0.1%,"254,281",Initiator
6,7,Deadlock,0.99, 14.8  /  14.9  /  3.9 ,49.0%,5.3%,209,0.1%,"214,964",Sentinel
7,8,Killjoy,1.0, 14.2  /  14.2  /  3.8 ,50.3%,5.2%,200,0.1%,"210,989",Sentinel
8,9,Brimstone,0.97, 14.4  /  14.8  /  8 ,50.6%,4.5%,207,0.1%,"181,720",Controller
9,10,Gekko,0.93, 14  /  14.9  /  4.8 ,49.6%,4.4%,193,0.1%,"177,607",Initiator
10,11,Chamber,1.11, 16.3  /  14.6  /  3.1 ,50.1%,4.2%,222,0.2%,"168,842",Sentinel
11,12,Breach,0.95, 14.4  /  15.2  /  6.5 ,49.3%,3.8%,202,0.1%,"153,349",Initiator
12,13,Phoenix,1.13, 17  /  15.1  /  4.6 ,50.5%,3.2%,240,0.2%,"130,437",Duelist
13,14,Cypher,1.0, 14.5  /  14.4  /  4.7 ,48.6%,2.4%,200,0.1%,"98,119",Sentinel
14,15,Fade,0.94, 14  /  14.9  /  6.3 ,49.0%,2.3%,197,0.1%,"94,499",Initiator
15,16,Viper,1.0, 14.6  /  14.7  /  5.6 ,49.1%,2.3%,207,0.1%,"91,204",Controller
16,17,Neon,1.02, 16.3  /  16  /  4.2 ,48.5%,2.1%,232,0.2%,"85,328",Duelist
17,18,KAY/O,0.91, 14  /  15.4  /  8.6 ,45.5%,2.1%,202,0.1%,"83,471",Initiator
18,19,Sova,0.97, 14.4  /  14.8  /  5.4 ,48.5%,2.1%,204,0.1%,"83,348",Initiator
19,20,Yoru,1.01, 15.6  /  15.5  /  4.3 ,47.0%,1.6%,218,0.2%,"63,884",Duelist
20,21,Astra,1.04, 15.1  /  14.5  /  5.9 ,50.2%,1.6%,208,0.1%,"63,287",Controller
21,22,Harbor,0.92, 13.9  /  15.1  /  5.9 ,46.4%,1.4%,194,0.1%,"56,304",Controller
