,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Reyna,1.15, 18  /  15.7  /  4.5 ,50.1%,10.7%,248,0.1%,"19,163",Duelist
1,2,Jett,1.09, 17.4  /  16  /  3.7 ,48.3%,10.0%,240,0.1%,"17,874",Duelist
2,3,Omen,0.98, 15  /  15.3  /  6.9 ,48.3%,8.2%,206,0.1%,"14,685",Controller
3,4,Raze,1.07, 17.2  /  16  /  5 ,50.6%,7.8%,247,0.1%,"14,021",Duelist
4,5,Killjoy,1.02, 14.6  /  14.3  /  3.8 ,51.4%,7.4%,203,0.2%,"13,292",Sentinel
5,6,Sage,0.94, 14  /  14.9  /  7.1 ,50.8%,6.9%,193,0.1%,"12,395",Sentinel
6,7,Gekko,0.97, 14.6  /  15  /  5.1 ,50.4%,6.3%,198,0.1%,"11,377",Initiator
7,8,Breach,0.94, 14.6  /  15.4  /  7 ,49.6%,5.2%,202,0.1%,"9,315",Initiator
8,9,Skye,0.95, 14.5  /  15.3  /  7.9 ,48.1%,4.6%,200,0.1%,"8,189",Initiator
9,10,Brimstone,1.0, 14.9  /  15  /  8.4 ,51.8%,4.2%,210,0.1%,"7,494",Controller
10,11,Chamber,1.13, 16.8  /  14.9  /  2.9 ,51.0%,3.8%,225,0.1%,"6,888",Sentinel
11,12,Fade,0.96, 14.6  /  15.2  /  6.5 ,49.8%,3.8%,201,0.1%,"6,868",Initiator
12,13,Cypher,1.01, 14.8  /  14.8  /  4.7 ,48.7%,3.4%,201,0.2%,"6,143",Sentinel
13,14,Phoenix,1.14, 17.5  /  15.4  /  4.7 ,50.0%,2.9%,245,0.1%,"5,243",Duelist
14,15,KAY/O,0.91, 14.3  /  15.7  /  9.3 ,45.1%,2.9%,205,0.1%,"5,204",Initiator
15,16,Harbor,0.93, 14.3  /  15.2  /  6 ,46.6%,2.8%,196,0.1%,"5,006",Controller
16,17,Astra,1.05, 15.3  /  14.6  /  6.1 ,51.4%,2.2%,207,0.2%,"3,967",Controller
17,18,Sova,0.98, 14.7  /  14.9  /  5.5 ,48.6%,2.1%,205,0.1%,"3,721",Initiator
18,19,Viper,1.01, 14.8  /  14.7  /  5.6 ,48.7%,1.8%,207,0.2%,"3,242",Controller
19,20,Neon,1.01, 16.6  /  16.4  /  4.4 ,48.3%,1.7%,233,0.1%,"3,114",Duelist
20,21,Yoru,1.01, 15.9  /  15.7  /  4.4 ,49.2%,1.2%,220,0.1%,"2,094",Duelist
