,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Sage,0.75, 10.7  /  14.2  /  6.3 ,49.7%,14.1%,159,0.1%,"7,211"
1,2,Reyna,1, 14.6  /  14.6  /  4.6 ,49.2%,10.8%,216,0.1%,"5,522"
2,3,Raze,0.92, 13.5  /  14.6  /  4.8 ,51.4%,6.8%,207,0.1%,"3,462"
3,4,Jett,0.92, 13.5  /  14.7  /  3.9 ,48.1%,5.8%,201,0.1%,"2,971"
4,5,Fade,0.79, 11.6  /  14.6  /  6 ,48.1%,5.7%,174,0.1%,"2,929"
5,6,Killjoy,0.86, 11.8  /  13.7  /  4.3 ,50.2%,5.5%,179,0.2%,"2,810"
6,7,Omen,0.83, 12.1  /  14.6  /  4.7 ,47.3%,5.4%,179,0.1%,"2,771"
7,8,Viper,0.82, 11.8  /  14.3  /  5.2 ,50.6%,5.0%,176,0.1%,"2,543"
8,9,Yoru,0.87, 12.9  /  14.8  /  4.2 ,46.1%,4.9%,189,0.1%,"2,518"
9,10,Phoenix,0.9, 13.1  /  14.5  /  4.4 ,48.0%,4.7%,195,0.1%,"2,402"
10,11,Neon,0.86, 13.1  /  15.3  /  4.1 ,47.3%,4.5%,195,0.1%,"2,308"
11,12,Sova,0.81, 11.7  /  14.4  /  5 ,45.9%,4.4%,176,0.1%,"2,251"
12,13,Skye,0.8, 11.5  /  14.4  /  7.1 ,50.6%,3.6%,171,0.1%,"1,826"
13,14,Brimstone,0.86, 12.2  /  14.2  /  5.9 ,51.6%,3.4%,183,0.1%,"1,759"
14,15,Gekko,0.86, 12.4  /  14.4  /  4.9 ,48.8%,3.3%,180,0.1%,"1,683"
15,16,KAY/O,0.76, 11  /  14.6  /  7.2 ,49.2%,3.2%,169,0.1%,"1,647"
16,17,Cypher,0.86, 12  /  14  /  4.9 ,48.2%,2.8%,176,0.2%,"1,457"
17,18,Chamber,0.89, 12.7  /  14.4  /  3.6 ,45.3%,2.3%,184,0.1%,"1,154"
18,19,Harbor,0.77, 11.4  /  14.7  /  5.4 ,51.4%,1.5%,167,0.1%,782
19,20,Breach,0.82, 11.9  /  14.6  /  5.2 ,47.3%,1.3%,181,0.1%,678
20,21,Astra,0.9, 12.3  /  13.6  /  4.8 ,48.7%,0.9%,181,0.2%,439
