,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.1, 17.5  /  15.9  /  3.7 ,49.2%,13.2%,241,0.2%,"363,726",Duelist
1,2,Reyna,1.13, 17.7  /  15.7  /  4.5 ,50.2%,11.1%,245,0.2%,"305,160",Duelist
2,3,Omen,0.99, 14.9  /  15.1  /  8.2 ,48.7%,10.9%,205,0.1%,"300,973",Controller
3,4,Killjoy,1.01, 14.4  /  14.3  /  3.7 ,49.6%,8.9%,199,0.1%,"245,302",Sentinel
4,5,Sova,1.03, 14.9  /  14.5  /  6 ,50.6%,8.4%,208,0.1%,"231,379",Initiator
5,6,Sage,0.93, 13.8  /  14.8  /  7 ,50.5%,5.7%,192,0.1%,"157,189",Sentinel
6,7,Raze,1.04, 16.5  /  15.9  /  5 ,49.4%,5.4%,238,0.2%,"148,979",Duelist
7,8,Brimstone,0.97, 14.5  /  14.9  /  9.4 ,51.5%,5.3%,206,0.1%,"146,889",Controller
8,9,Deadlock,1.0, 15  /  15  /  3.8 ,49.0%,4.4%,213,0.1%,"120,281",Sentinel
9,10,Skye,0.94, 14.2  /  15.2  /  7.8 ,48.9%,4.1%,198,0.1%,"112,797",Initiator
10,11,KAY/O,0.92, 14.3  /  15.5  /  8.8 ,46.0%,3.5%,202,0.1%,"95,638",Initiator
11,12,Phoenix,1.12, 17.3  /  15.5  /  4.8 ,51.1%,3.4%,242,0.2%,"94,916",Duelist
12,13,Chamber,1.09, 16.4  /  15  /  3 ,49.1%,3.0%,221,0.2%,"83,285",Sentinel
13,14,Cypher,1.01, 14.7  /  14.5  /  5 ,49.2%,2.6%,199,0.1%,"71,666",Sentinel
14,15,Fade,0.96, 14.4  /  15  /  6.4 ,49.0%,1.8%,199,0.1%,"50,764",Initiator
15,16,Astra,1.04, 15.3  /  14.7  /  7.3 ,49.7%,1.7%,210,0.1%,"47,645",Controller
16,17,Breach,0.93, 14.4  /  15.5  /  6.8 ,47.6%,1.6%,201,0.1%,"44,688",Initiator
17,18,Gekko,0.92, 14.1  /  15.2  /  4.8 ,47.5%,1.5%,193,0.1%,"42,688",Initiator
18,19,Yoru,1.02, 15.9  /  15.7  /  4.3 ,46.4%,1.1%,220,0.2%,"30,345",Duelist
19,20,Viper,0.98, 14.5  /  14.8  /  5.7 ,48.4%,1.0%,202,0.1%,"27,084",Controller
20,21,Neon,0.97, 15.9  /  16.4  /  4.1 ,45.7%,0.9%,222,0.2%,"25,244",Duelist
21,22,Harbor,0.92, 14.2  /  15.4  /  6.2 ,44.7%,0.3%,196,0.1%,"7,556",Controller
