,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.09, 17.3  /  15.9  /  3.8 ,48.3%,13.5%,239,0.1%,"18,570"
1,2,Reyna,1.15, 17.9  /  15.6  /  4.5 ,51.3%,10.4%,248,0.1%,"14,254"
2,3,Fade,0.97, 14.6  /  15.1  /  6.6 ,48.9%,9.3%,202,0.1%,"12,819"
3,4,Viper,1.01, 14.9  /  14.7  /  6.2 ,51.0%,7.2%,207,0.2%,"9,948"
4,5,Sage,0.93, 14  /  15  /  7.3 ,51.2%,6.9%,193,0.1%,"9,537"
5,6,Killjoy,1.04, 14.8  /  14.3  /  3.9 ,51.2%,5.8%,205,0.2%,"8,043"
6,7,Cypher,1.01, 14.8  /  14.7  /  4.8 ,49.3%,5.7%,200,0.1%,"7,867"
7,8,Astra,1.04, 15  /  14.4  /  6.8 ,49.9%,4.9%,206,0.2%,"6,797"
8,9,Raze,1.05, 16.8  /  16  /  4.9 ,50.4%,4.7%,240,0.1%,"6,398"
9,10,Phoenix,1.11, 17.4  /  15.7  /  5 ,50.1%,4.6%,244,0.1%,"6,388"
10,11,Skye,0.94, 14.4  /  15.4  /  7.7 ,48.2%,4.3%,202,0.1%,"5,941"
11,12,KAY/O,0.93, 14.5  /  15.6  /  9 ,45.9%,4.1%,207,0.1%,"5,642"
12,13,Harbor,0.93, 14  /  15.1  /  6.2 ,47.5%,3.7%,194,0.1%,"5,136"
13,14,Chamber,1.08, 16.3  /  15  /  2.9 ,47.1%,3.3%,219,0.1%,"4,604"
14,15,Brimstone,0.97, 14.5  /  14.9  /  8.7 ,53.5%,3.0%,205,0.1%,"4,171"
15,16,Sova,1.01, 14.9  /  14.7  /  5.9 ,50.9%,2.2%,207,0.2%,"3,031"
16,17,Omen,0.94, 14.6  /  15.6  /  7 ,44.2%,2.1%,202,0.1%,"2,872"
17,18,Neon,0.97, 16.3  /  16.8  /  4.5 ,46.8%,1.5%,229,0.1%,"2,111"
18,19,Breach,0.93, 14.3  /  15.3  /  6.9 ,46.1%,1.3%,199,0.1%,"1,752"
19,20,Yoru,1.05, 16.4  /  15.6  /  4.5 ,48.4%,1.2%,227,0.1%,"1,681"
