,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Sage,0.83, 11.9  /  14.4  /  6.8 ,50.1%,13.5%,174,0.1%,"22,474"
1,2,Reyna,1.07, 16.1  /  15  /  4.8 ,49.0%,11.1%,234,0.1%,"18,446"
2,3,Killjoy,0.93, 12.8  /  13.7  /  4.4 ,51.6%,6.2%,191,0.2%,"10,360"
3,4,Raze,0.97, 14.7  /  15.2  /  5 ,49.0%,6.1%,220,0.1%,"10,257"
4,5,Jett,0.99, 14.9  /  15.1  /  4.1 ,48.8%,5.7%,217,0.1%,"9,581"
5,6,Omen,0.92, 13.5  /  14.8  /  5.4 ,48.5%,5.6%,195,0.1%,"9,304"
6,7,Fade,0.86, 12.7  /  14.8  /  6.3 ,48.7%,5.4%,187,0.1%,"9,082"
7,8,Viper,0.9, 12.8  /  14.3  /  5.6 ,49.9%,5.0%,189,0.1%,"8,426"
8,9,Skye,0.86, 12.6  /  14.7  /  7.6 ,48.9%,4.1%,186,0.1%,"6,806"
9,10,Phoenix,1.01, 14.9  /  14.8  /  4.6 ,49.3%,4.0%,219,0.1%,"6,688"
10,11,Brimstone,0.91, 13.3  /  14.5  /  6.9 ,50.2%,4.0%,196,0.1%,"6,679"
11,12,Sova,0.88, 12.8  /  14.5  /  5.2 ,46.7%,3.8%,189,0.1%,"6,417"
12,13,Yoru,0.93, 14.1  /  15.1  /  4.3 ,46.9%,3.8%,202,0.1%,"6,399"
13,14,Neon,0.93, 14.5  /  15.5  /  4.3 ,46.5%,3.7%,212,0.1%,"6,222"
14,15,Gekko,0.91, 13.1  /  14.4  /  5 ,52.1%,3.7%,188,0.1%,"6,188"
15,16,KAY/O,0.84, 12.5  /  14.9  /  7.8 ,47.4%,3.5%,187,0.1%,"5,773"
16,17,Cypher,0.94, 13.2  /  14.1  /  5.2 ,50.5%,3.3%,189,0.2%,"5,480"
17,18,Chamber,0.99, 14.2  /  14.3  /  3.5 ,49.2%,2.6%,202,0.1%,"4,326"
18,19,Harbor,0.83, 12.3  /  14.8  /  5.6 ,47.5%,1.9%,179,0.1%,"3,222"
19,20,Breach,0.9, 13.5  /  15  /  5.8 ,46.4%,1.7%,198,0.1%,"2,825"
20,21,Astra,0.96, 13.5  /  14.2  /  5.5 ,49.7%,1.1%,194,0.1%,"1,903"
