,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Sage,0.86, 12.3  /  14.4  /  6.3 ,50.8%,13.5%,180,0.1%,"1,367,208"
1,2,Reyna,1.1, 16.4  /  14.9  /  4.2 ,51.4%,11.4%,238,0.2%,"1,161,882"
2,3,Chamber,1.02, 14.6  /  14.3  /  3.5 ,49.5%,7.4%,208,0.2%,"749,751"
3,4,Omen,0.92, 13.6  /  14.8  /  4.5 ,47.9%,6.6%,196,0.1%,"674,016"
4,5,Raze,0.97, 14.6  /  15.1  /  4.8 ,50.5%,6.6%,221,0.1%,"673,404"
5,6,Jett,1.03, 15.5  /  15.2  /  3.9 ,50.5%,6.2%,226,0.2%,"631,839"
6,7,Fade,0.87, 12.8  /  14.7  /  6.1 ,49.2%,5.6%,187,0.1%,"573,750"
7,8,Viper,0.9, 12.9  /  14.4  /  5.1 ,50.5%,5.3%,189,0.1%,"538,356"
8,9,Brimstone,0.91, 13.2  /  14.6  /  5.8 ,50.1%,4.7%,195,0.1%,"475,269"
9,10,Sova,0.89, 12.9  /  14.5  /  5 ,49.8%,4.6%,190,0.1%,"463,896"
10,11,Phoenix,1.02, 15  /  14.6  /  4 ,50.2%,4.2%,220,0.2%,"423,453"
11,12,Skye,0.87, 12.8  /  14.7  /  6.2 ,48.7%,4.1%,187,0.1%,"419,781"
12,13,Killjoy,0.92, 12.8  /  14  /  4.2 ,51.3%,4.1%,191,0.1%,"417,996"
13,14,KAY/O,0.84, 12.6  /  15  /  6.8 ,48.1%,3.9%,188,0.1%,"396,474"
14,15,Yoru,0.92, 13.8  /  15.1  /  3.8 ,47.9%,3.7%,200,0.1%,"375,615"
15,16,Neon,0.93, 14.5  /  15.5  /  4.1 ,49.0%,3.6%,213,0.2%,"364,497"
16,17,Cypher,0.92, 13.1  /  14.3  /  4.5 ,48.5%,1.9%,187,0.1%,"195,942"
17,18,Breach,0.9, 13.4  /  14.9  /  5 ,50.6%,1.8%,196,0.1%,"180,948"
18,19,Astra,0.95, 13.6  /  14.3  /  4.5 ,46.9%,0.8%,193,0.1%,"79,458"
