,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Jett,1.09, 17.6  /  16.1  /  3.4 ,49.5%,19.3%,239,0.2%,"381,378"
1,2,Reyna,1.09, 17.4  /  15.9  /  3.7 ,50.2%,13.8%,237,0.2%,"273,666"
2,3,Sova,0.98, 14.5  /  14.8  /  6.6 ,50.5%,9.9%,200,0.1%,"196,656"
3,4,Sage,0.97, 14.6  /  15  /  6.8 ,51.4%,9.1%,196,0.1%,"179,112"
4,5,Chamber,1.09, 16.5  /  15.1  /  2.8 ,49.4%,8.0%,219,0.1%,"158,610"
5,6,Viper,1.01, 14.9  /  14.8  /  5.5 ,50.9%,7.5%,200,0.1%,"148,359"
6,7,Astra,1.02, 15.2  /  15  /  6.3 ,49.4%,5.3%,199,0.1%,"104,346"
7,8,Raze,1.02, 16.5  /  16.3  /  4.8 ,51.5%,5.1%,237,0.2%,"101,694"
8,9,Skye,0.95, 14.7  /  15.5  /  5.5 ,48.9%,4.1%,197,0.1%,"81,753"
9,10,Omen,0.99, 14.8  /  15  /  6.2 ,52.3%,4.1%,200,0.1%,"81,549"
10,11,Killjoy,1.02, 14.7  /  14.4  /  3.6 ,49.2%,3.5%,205,0.1%,"69,768"
11,12,Cypher,1, 15  /  14.9  /  3.9 ,49.4%,3.3%,199,0.1%,"66,147"
12,13,Brimstone,0.96, 14.6  /  15.3  /  7.4 ,48.3%,2.3%,198,0.1%,"44,625"
13,14,Breach,0.92, 14.4  /  15.6  /  5.8 ,45.8%,1.9%,194,0.1%,"38,301"
14,15,KAY/O,0.9, 14.3  /  15.9  /  8.3 ,43.9%,1.7%,196,0.1%,"32,844"
15,16,Phoenix,0.98, 16.1  /  16.5  /  3.7 ,43.7%,0.6%,221,0.2%,"10,965"
16,17,Yoru,0.93, 14.6  /  15.8  /  3.1 ,39.5%,0.4%,202,0.2%,"8,007"
