,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.08, 17.4  /  16.2  /  3.7 ,49.0%,11.9%,239,0.2%,"207,450",Duelist
1,2,Omen,1.0, 15.1  /  15.1  /  7.9 ,48.9%,11.1%,207,0.1%,"192,223",Controller
2,3,Raze,1.05, 17  /  16.2  /  4.9 ,50.0%,10.6%,244,0.2%,"183,568",Duelist
3,4,Sage,0.96, 14.4  /  15  /  7.5 ,51.1%,10.1%,199,0.1%,"175,376",Sentinel
4,5,Skye,0.96, 14.5  /  15.1  /  8 ,49.7%,9.7%,199,0.1%,"167,668",Initiator
5,6,Reyna,1.12, 17.7  /  15.7  /  4.4 ,49.9%,8.9%,242,0.2%,"153,906",Duelist
6,7,Cypher,1.02, 14.9  /  14.7  /  4.6 ,48.9%,5.2%,201,0.1%,"90,877",Sentinel
7,8,Deadlock,1.01, 15.3  /  15.1  /  3.9 ,48.5%,4.4%,216,0.1%,"76,881",Sentinel
8,9,Killjoy,1.02, 14.8  /  14.5  /  3.7 ,49.7%,4.2%,204,0.1%,"73,017",Sentinel
9,10,Brimstone,0.98, 14.7  /  15.1  /  9.5 ,50.6%,3.8%,209,0.1%,"65,235",Controller
10,11,Astra,1.04, 15.4  /  14.8  /  7.1 ,48.9%,3.5%,209,0.1%,"60,282",Controller
11,12,Chamber,1.08, 16.4  /  15.2  /  2.9 ,47.8%,2.9%,220,0.2%,"50,734",Sentinel
12,13,Breach,0.94, 14.5  /  15.4  /  7.3 ,48.3%,2.5%,200,0.1%,"42,915",Initiator
13,14,Phoenix,1.09, 17.1  /  15.6  /  4.7 ,49.7%,2.1%,237,0.2%,"36,617",Duelist
14,15,KAY/O,0.92, 14.4  /  15.7  /  8.9 ,44.6%,1.9%,204,0.1%,"32,875",Initiator
15,16,Gekko,0.94, 14.3  /  15.2  /  4.7 ,48.4%,1.6%,194,0.1%,"27,513",Initiator
16,17,Fade,0.96, 14.6  /  15.2  /  6.2 ,48.8%,1.5%,199,0.1%,"25,838",Initiator
17,18,Sova,0.98, 14.7  /  15  /  5.5 ,48.0%,1.2%,205,0.1%,"21,207",Initiator
18,19,Viper,1.02, 15.2  /  14.9  /  5.7 ,47.8%,1.2%,210,0.1%,"20,928",Controller
19,20,Yoru,1.02, 16.1  /  15.7  /  4.4 ,46.8%,1.0%,221,0.2%,"16,669",Duelist
20,21,Neon,0.97, 15.9  /  16.4  /  4.2 ,47.0%,0.6%,222,0.2%,"10,955",Duelist
21,22,Harbor,0.93, 14.5  /  15.5  /  6.1 ,44.4%,0.2%,198,0.1%,"3,537",Controller
