,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.07, 17.3  /  16.2  /  3.6 ,49.1%,16.4%,236,0.1%,"10,938",Duelist
1,2,Omen,0.99, 15.1  /  15.2  /  9.6 ,48.6%,11.8%,206,0.1%,"7,859",Controller
2,3,Killjoy,1.04, 15  /  14.5  /  3.9 ,51.5%,11.8%,204,0.2%,"7,837",Sentinel
3,4,Sova,1.03, 15.1  /  14.7  /  6.5 ,49.2%,11.5%,209,0.2%,"7,661",Initiator
4,5,Reyna,1.09, 17.5  /  16  /  4.7 ,49.8%,9.5%,238,0.1%,"6,296",Duelist
5,6,Gekko,0.94, 14.4  /  15.3  /  5.4 ,47.9%,6.9%,194,0.1%,"4,618",Initiator
6,7,Brimstone,1.0, 15.1  /  15.1  /  10.6 ,51.5%,4.2%,211,0.1%,"2,793",Controller
7,8,Raze,1.04, 16.7  /  16  /  5.2 ,54.0%,4.1%,239,0.1%,"2,730",Duelist
8,9,KAY/O,0.92, 14.6  /  15.8  /  9.8 ,46.6%,3.8%,205,0.1%,"2,519",Initiator
9,10,Cypher,1.0, 14.9  /  14.8  /  5.1 ,49.0%,3.5%,199,0.2%,"2,338",Sentinel
10,11,Sage,0.98, 14.7  /  15.1  /  7.3 ,51.5%,3.1%,201,0.1%,"2,066",Sentinel
11,12,Phoenix,1.1, 17.5  /  15.8  /  5 ,52.6%,2.8%,240,0.1%,"1,881",Duelist
12,13,Astra,1.03, 15.4  /  15  /  8.6 ,49.6%,2.8%,208,0.1%,"1,877",Controller
13,14,Fade,0.97, 14.7  /  15.2  /  7.2 ,48.8%,2.4%,201,0.1%,"1,581",Initiator
14,15,Skye,0.92, 14.4  /  15.6  /  7.8 ,45.9%,1.7%,197,0.1%,"1,121",Initiator
15,16,Chamber,1.04, 16.3  /  15.6  /  2.6 ,41.6%,1.5%,216,0.1%,"1,026",Sentinel
16,17,Yoru,1.04, 16.7  /  16.1  /  4.5 ,47.8%,0.7%,227,0.1%,460,Duelist
17,18,Breach,0.92, 14.5  /  15.7  /  7.6 ,41.1%,0.6%,199,0.1%,389,Initiator
18,19,Neon,0.98, 16.2  /  16.6  /  4.5 ,45.8%,0.5%,225,0.1%,306,Duelist
19,20,Viper,1.06, 15.4  /  14.6  /  6.4 ,51.4%,0.2%,213,148,,Controller
20,21,Harbor,0.97, 14.7  /  15.1  /  7.4 ,45.0%,0.2%,204,0.1%,140,Controller
