,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Sage,0.89, 13  /  14.7  /  6.9 ,50.2%,13.1%,185,0.1%,"35,548"
1,2,Reyna,1.15, 17.7  /  15.3  /  4.5 ,50.9%,11.8%,251,0.1%,"32,034"
2,3,Jett,1.1, 17.1  /  15.6  /  4 ,50.1%,8.1%,244,0.1%,"22,084"
3,4,Viper,0.99, 14.3  /  14.5  /  5.6 ,50.6%,7.9%,203,0.1%,"21,613"
4,5,Killjoy,0.98, 13.8  /  14.1  /  4.1 ,50.3%,6.7%,199,0.2%,"18,155"
5,6,Sova,0.96, 14.1  /  14.6  /  5.3 ,49.3%,6.1%,201,0.1%,"16,736"
6,7,Raze,1.03, 16  /  15.6  /  4.7 ,49.7%,6.1%,234,0.1%,"16,507"
7,8,Omen,0.98, 15  /  15.2  /  5.3 ,47.9%,6.0%,212,0.1%,"16,228"
8,9,Gekko,0.95, 14.1  /  14.8  /  4.8 ,51.2%,4.7%,197,0.1%,"12,741"
9,10,KAY/O,0.9, 13.7  /  15.3  /  8.3 ,45.9%,3.6%,201,0.1%,"9,706"
10,11,Brimstone,0.95, 14.2  /  14.9  /  6.6 ,49.3%,3.4%,204,0.1%,"9,288"
11,12,Fade,0.91, 13.8  /  15.1  /  6.3 ,48.6%,3.4%,198,0.1%,"9,242"
12,13,Skye,0.92, 13.8  /  15  /  7.3 ,48.3%,3.2%,197,0.1%,"8,822"
13,14,Phoenix,1.07, 16.3  /  15.2  /  4.4 ,48.7%,3.1%,233,0.1%,"8,534"
14,15,Neon,1.01, 16  /  15.9  /  4.2 ,48.5%,2.6%,232,0.1%,"7,166"
15,16,Chamber,1.07, 15.6  /  14.6  /  3.2 ,48.6%,2.6%,217,0.1%,"7,093"
16,17,Yoru,0.98, 15.1  /  15.5  /  4.2 ,47.7%,2.3%,215,0.1%,"6,304"
17,18,Cypher,0.96, 14  /  14.5  /  4.8 ,47.8%,1.9%,196,0.1%,"5,180"
18,19,Breach,0.93, 14.3  /  15.4  /  5.7 ,46.8%,1.5%,205,0.1%,"3,952"
19,20,Harbor,0.89, 13.5  /  15.2  /  5.8 ,47.8%,1.3%,191,0.1%,"3,642"
20,21,Astra,1.03, 15  /  14.6  /  5.1 ,48.8%,0.6%,211,0.1%,"1,670"
