,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.1, 17.7  /  16.1  /  3.5 ,50.0%,22.0%,248,0.1%,802.0,Duelist
1,2,Viper,1.1, 16.2  /  14.7  /  5.8 ,52.8%,18.1%,226,0.2%,661.0,Controller
2,3,Sova,0.99, 14.6  /  14.7  /  5.5 ,49.5%,17.2%,203,0.1%,626.0,Initiator
3,4,Killjoy,1.14, 16.7  /  14.6  /  2.9 ,50.8%,13.2%,219,0.2%,482.0,Sentinel
4,5,Reyna,1.15, 17.9  /  15.6  /  3.8 ,50.2%,11.4%,250,0.1%,416.0,Duelist
5,6,Sage,1.0, 15.1  /  15.2  /  7 ,53.2%,8.3%,206,0.1%,301.0,Sentinel
6,7,Raze,0.9, 14.9  /  16.6  /  3.4 ,32.9%,2.1%,234,0.1%,76.0,Duelist
7,8,Harbor,0.94, 14.4  /  15.3  /  6.1 ,44.1%,1.9%,194,0.2%,68.0,Controller
8,9,KAY/O,0.96, 14.7  /  15.3  /  9.1 ,50.0%,1.2%,219,0.1%,44.0,Initiator
9,10,Chamber,1.1, 16.5  /  15  /  2.6 ,58.8%,0.9%,217,0.1%,34.0,Sentinel
10,11,Yoru,0.97, 14.4  /  14.9  /  4.8 ,64.3%,0.8%,214,0.1%,28.0,Duelist
11,12,Skye,0.69, 11.8  /  17.1  /  6.6 ,20.0%,0.7%,160,0.2%,25.0,Initiator
12,13,Fade,1.24, 18.6  /  15  /  6.8 ,65.0%,0.5%,237,0.2%,20.0,Initiator
13,14,Phoenix,1.04, 17.9  /  17.1  /  3.9 ,21.4%,0.4%,230,0.1%,,Duelist
14,15,Cypher,0.91, 13.6  /  14.9  /  3.1 ,66.7%,0.3%,174,0.2%,12.0,Sentinel
15,16,Omen,1.12, 20.1  /  18  /  6.1 ,83.3%,0.3%,221,0.1%,12.0,Controller
16,17,Breach,1.21, 17  /  14  /  5.4 ,60.0%,0.3%,258,0.1%,10.0,Initiator
17,18,Neon,1.17, 17.8  /  15.2  /  4.2 ,44.4%,0.2%,261,0.1%,9.0,Duelist
18,19,Brimstone,0.82, 14  /  17  /  12 ,0.0%,0.1%,252,3,,Controller
19,20,Astra,1.11, 20  /  18  /  5 ,0.0%,0.1%,251,0.2%,3.0,Controller
