,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.08, 17.4  /  16  /  3.7 ,48.8%,12.1%,239,0.1%,"588,887"
1,2,Omen,0.98, 14.9  /  15.2  /  7.5 ,49.1%,10.1%,203,0.1%,"491,567"
2,3,Reyna,1.14, 17.8  /  15.7  /  4.4 ,50.1%,9.5%,244,0.1%,"463,097"
3,4,Raze,1.06, 16.9  /  16  /  4.9 ,50.1%,8.6%,242,0.1%,"420,420"
4,5,Killjoy,1.02, 14.7  /  14.4  /  3.6 ,50.1%,8.1%,201,0.1%,"394,726"
5,6,Skye,0.94, 14.3  /  15.1  /  8.2 ,49.1%,6.5%,197,0.1%,"315,164"
6,7,Gekko,0.94, 14.2  /  15.1  /  4.9 ,50.3%,5.9%,192,0.1%,"287,026"
7,8,Chamber,1.1, 16.5  /  15  /  2.8 ,48.9%,5.5%,220,0.1%,"266,741"
8,9,Sage,0.93, 13.9  /  15  /  7.1 ,50.3%,5.2%,192,0.1%,"251,164"
9,10,Breach,0.94, 14.4  /  15.4  /  7.3 ,48.8%,4.9%,198,0.1%,"239,339"
10,11,Brimstone,0.97, 14.5  /  15  /  8.9 ,50.8%,3.6%,205,0.1%,"172,730"
11,12,Cypher,1, 14.7  /  14.7  /  4.6 ,48.4%,2.8%,199,0.1%,"135,685"
12,13,Phoenix,1.11, 17.2  /  15.5  /  4.7 ,50.5%,2.5%,238,0.1%,"120,053"
13,14,Fade,0.95, 14.4  /  15.1  /  6.5 ,49.1%,2.4%,198,0.1%,"118,502"
14,15,Harbor,0.93, 14.2  /  15.3  /  6.3 ,47.2%,2.4%,193,0.1%,"116,939"
15,16,Astra,1.02, 15.1  /  14.7  /  6.6 ,49.8%,2.1%,204,0.1%,"103,188"
16,17,KAY/O,0.91, 14.3  /  15.7  /  9.4 ,44.8%,1.9%,203,0.1%,"91,332"
17,18,Viper,1.01, 15  /  14.8  /  5.9 ,49.0%,1.9%,208,0.1%,"90,018"
18,19,Sova,0.98, 14.7  /  14.9  /  5.6 ,47.7%,1.6%,205,0.1%,"76,978"
19,20,Neon,0.98, 16.2  /  16.5  /  4.3 ,47.3%,1.5%,226,0.1%,"70,779"
20,21,Yoru,0.99, 15.7  /  15.8  /  4.5 ,45.7%,1.0%,217,0.1%,"48,961"
