,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Reyna,1.19, 17.9  /  15.1  /  4.6 ,50.6%,12.0%,253,0.2%,"571,836"
1,2,Brimstone,0.98, 14.3  /  14.5  /  8 ,51.2%,8.4%,205,0.1%,"399,043"
2,3,Jett,1.12, 17.2  /  15.4  /  3.9 ,49.8%,8.3%,243,0.2%,"394,896"
3,4,Sage,0.89, 13  /  14.6  /  6.8 ,49.8%,8.2%,185,0.1%,"391,009"
4,5,Raze,1.05, 16.2  /  15.4  /  4.8 ,49.4%,6.3%,237,0.2%,"301,180"
5,6,Breach,0.94, 14.2  /  15.1  /  6.3 ,49.3%,5.9%,201,0.1%,"281,683"
6,7,Killjoy,0.99, 14  /  14.1  /  4 ,50.5%,5.8%,199,0.1%,"276,841"
7,8,Omen,0.97, 14.4  /  15  /  6.2 ,47.4%,5.8%,204,0.1%,"274,823"
8,9,Skye,0.92, 13.6  /  14.8  /  7.3 ,49.1%,5.1%,193,0.1%,"242,472"
9,10,Deadlock,0.98, 14.5  /  14.8  /  4 ,48.7%,4.8%,209,0.1%,"230,101"
10,11,Phoenix,1.11, 16.6  /  14.9  /  4.5 ,50.0%,3.3%,237,0.2%,"154,856"
11,12,Cypher,0.99, 14.2  /  14.3  /  4.9 ,49.3%,3.2%,198,0.1%,"154,311"
12,13,Chamber,1.08, 15.9  /  14.6  /  3.2 ,48.9%,3.2%,219,0.2%,"153,210"
13,14,Gekko,0.92, 13.6  /  14.8  /  4.7 ,49.1%,3.2%,191,0.1%,"152,463"
14,15,Viper,0.96, 14  /  14.6  /  5.4 ,49.1%,3.1%,200,0.1%,"145,585"
15,16,Neon,1.02, 16.2  /  15.8  /  4.3 ,48.9%,2.8%,231,0.2%,"135,308"
16,17,Fade,0.92, 13.6  /  14.8  /  6.2 ,49.0%,2.6%,194,0.1%,"121,370"
17,18,KAY/O,0.9, 13.7  /  15.2  /  8.3 ,46.0%,2.2%,200,0.1%,"104,782"
18,19,Sova,0.94, 13.9  /  14.7  /  5.3 ,47.4%,2.1%,200,0.1%,"98,699"
19,20,Yoru,1, 15.3  /  15.3  /  4.3 ,46.5%,1.7%,216,0.2%,"82,486"
20,21,Astra,1.02, 14.7  /  14.5  /  5.8 ,47.8%,1.0%,205,0.1%,"48,969"
21,22,Harbor,0.9, 13.5  /  15  /  5.7 ,46.1%,0.8%,192,0.1%,"39,579"
