,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.1, 18.1  /  16.5  /  3.9 ,49.6%,15.3%,249,0.1%,"16,554",Duelist
1,2,Viper,1.02, 15.3  /  14.9  /  6 ,50.6%,14.8%,209,0.2%,"16,023",Controller
2,3,Sova,0.99, 14.8  /  15  /  5.6 ,49.1%,11.2%,203,0.2%,"12,146",Initiator
3,4,Sage,0.94, 14.1  /  15.1  /  7.2 ,50.5%,11.0%,194,0.1%,"11,845",Sentinel
4,5,Reyna,1.13, 18.2  /  16.1  /  4.3 ,49.9%,10.6%,249,0.1%,"11,462",Duelist
5,6,Gekko,0.98, 14.8  /  15.2  /  5 ,51.1%,6.7%,199,0.1%,"7,226",Initiator
6,7,Killjoy,1.04, 15.1  /  14.5  /  3.6 ,51.5%,6.6%,205,0.2%,"7,155",Sentinel
7,8,Raze,1.03, 17  /  16.5  /  4.8 ,48.7%,5.3%,241,0.1%,"5,687",Duelist
8,9,KAY/O,0.95, 15  /  15.7  /  9.3 ,46.5%,3.0%,210,0.1%,"3,201",Initiator
9,10,Chamber,1.09, 16.7  /  15.3  /  2.8 ,49.8%,2.6%,221,0.1%,"2,819",Sentinel
10,11,Omen,0.99, 15.4  /  15.6  /  6.3 ,49.4%,2.5%,210,0.1%,"2,740",Controller
11,12,Harbor,0.93, 14.5  /  15.7  /  6.2 ,45.2%,1.7%,195,0.1%,"1,853",Controller
12,13,Fade,0.96, 14.9  /  15.6  /  6.5 ,45.3%,1.7%,206,0.1%,"1,789",Initiator
13,14,Skye,0.97, 15.1  /  15.6  /  7.7 ,50.9%,1.6%,205,0.1%,"1,722",Initiator
14,15,Phoenix,1.1, 17.3  /  15.7  /  4.4 ,49.3%,1.1%,238,0.1%,"1,193",Duelist
15,16,Brimstone,0.96, 14.6  /  15.2  /  7.7 ,51.8%,1.1%,203,0.2%,"1,146",Controller
16,17,Cypher,1.01, 14.9  /  14.8  /  4.3 ,47.2%,0.9%,203,0.1%,"1,023",Sentinel
17,18,Yoru,1.03, 16.7  /  16.2  /  4.3 ,47.8%,0.9%,225,0.1%,979,Duelist
18,19,Neon,0.98, 16.2  /  16.6  /  4.2 ,49.1%,0.8%,229,0.1%,849,Duelist
19,20,Breach,0.94, 14.9  /  15.8  /  6.8 ,50.6%,0.4%,203,0.1%,395,Initiator
20,21,Astra,1.06, 15.8  /  14.9  /  5.8 ,51.1%,0.3%,208,0.2%,311,Controller
