,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.07, 17.4  /  16.2  /  3.7 ,48.3%,17.4%,237,0.1%,"9,578"
1,2,Sova,1.01, 14.9  /  14.7  /  6.4 ,50.6%,12.9%,207,0.2%,"7,147"
2,3,Omen,0.99, 15  /  15.2  /  9.5 ,47.8%,12.1%,205,0.1%,"6,659"
3,4,Killjoy,1.04, 14.8  /  14.3  /  3.7 ,50.1%,11.4%,203,0.2%,"6,303"
4,5,Reyna,1.11, 17.6  /  15.9  /  4.5 ,50.0%,9.8%,240,0.1%,"5,427"
5,6,KAY/O,0.92, 14.5  /  15.7  /  9.5 ,42.8%,5.1%,205,0.1%,"2,808"
6,7,Raze,1.04, 16.7  /  16  /  4.9 ,49.3%,4.4%,238,0.1%,"2,404"
7,8,Brimstone,0.99, 14.7  /  14.9  /  10.6 ,53.1%,4.3%,207,0.2%,"2,347"
8,9,Cypher,1.03, 15  /  14.6  /  5.1 ,50.9%,3.8%,204,0.2%,"2,078"
9,10,Sage,0.96, 14.2  /  14.7  /  7.1 ,52.9%,3.7%,197,0.1%,"2,021"
10,11,Phoenix,1.1, 17.4  /  15.7  /  5 ,51.1%,3.3%,241,0.1%,"1,801"
11,12,Astra,1.05, 15.7  /  15  /  8.5 ,49.1%,3.0%,211,0.1%,"1,652"
12,13,Fade,0.97, 14.7  /  15.2  /  7 ,50.6%,2.6%,201,0.2%,"1,421"
13,14,Skye,0.95, 14.7  /  15.5  /  8.1 ,49.9%,2.3%,202,0.1%,"1,267"
14,15,Chamber,1.07, 16.5  /  15.3  /  2.8 ,46.6%,1.9%,220,0.1%,"1,043"
15,16,Breach,0.91, 14.2  /  15.6  /  7.6 ,42.7%,0.7%,199,0.1%,368
16,17,Yoru,1.06, 16.3  /  15.4  /  4.4 ,48.3%,0.6%,224,0.1%,354
17,18,Neon,0.96, 15.6  /  16.2  /  4.1 ,43.0%,0.4%,221,0.1%,244
18,19,Viper,1.05, 15.7  /  15  /  5.8 ,46.9%,0.3%,219,0.1%,147
19,20,Harbor,0.89, 14.5  /  16.4  /  6.2 ,28.9%,0.2%,201,0.1%,128
