,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.07, 17.5  /  16.3  /  3.7 ,48.3%,14.1%,239,0.1%,"208,569",Duelist
1,2,Raze,1.04, 17.1  /  16.4  /  5 ,49.6%,12.6%,245,0.1%,"186,609",Duelist
2,3,Sage,0.98, 14.8  /  15.1  /  7.6 ,50.7%,11.8%,204,0.1%,"173,786",Sentinel
3,4,Omen,1.0, 15.2  /  15.1  /  8.5 ,48.7%,11.7%,207,0.1%,"172,978",Controller
4,5,Skye,0.96, 14.6  /  15.2  /  8.2 ,49.0%,11.1%,200,0.1%,"164,311",Initiator
5,6,Reyna,1.12, 17.7  /  15.8  /  4.3 ,49.2%,6.8%,242,0.1%,"100,859",Duelist
6,7,Cypher,1.02, 15.1  /  14.8  /  4.5 ,48.5%,6.0%,202,0.1%,"89,338",Sentinel
7,8,Killjoy,1.04, 15.2  /  14.6  /  3.5 ,49.4%,6.0%,207,0.1%,"88,423",Sentinel
8,9,Astra,1.05, 15.5  /  14.7  /  7.5 ,49.3%,4.4%,210,0.1%,"65,302",Controller
9,10,Brimstone,1.0, 15  /  15.1  /  10.1 ,51.0%,2.5%,213,0.1%,"37,643",Controller
10,11,Chamber,1.08, 16.5  /  15.3  /  2.7 ,47.2%,2.3%,220,0.1%,"34,123",Sentinel
11,12,Breach,0.95, 14.5  /  15.4  /  7.8 ,46.7%,2.1%,199,0.1%,"30,440",Initiator
12,13,Gekko,0.96, 14.7  /  15.3  /  4.8 ,47.9%,1.7%,198,0.1%,"25,616",Initiator
13,14,KAY/O,0.93, 14.6  /  15.7  /  9.5 ,44.4%,1.6%,207,0.1%,"23,894",Initiator
14,15,Phoenix,1.08, 17  /  15.8  /  4.8 ,48.9%,1.2%,236,0.1%,"17,813",Duelist
15,16,Fade,0.98, 14.9  /  15.3  /  6.3 ,48.3%,1.1%,203,0.1%,"16,877",Initiator
16,17,Viper,1.05, 15.8  /  15.1  /  5.7 ,47.1%,1.0%,217,0.1%,"14,861",Controller
17,18,Yoru,1.02, 16  /  15.6  /  4.7 ,48.2%,0.8%,221,0.1%,"11,231",Duelist
18,19,Sova,1.0, 15  /  15.1  /  5.6 ,47.6%,0.5%,208,0.1%,"6,874",Initiator
19,20,Neon,0.97, 16.2  /  16.7  /  4.2 ,46.6%,0.4%,225,0.1%,"5,948",Duelist
20,21,Harbor,0.94, 14.5  /  15.4  /  6.5 ,45.9%,0.2%,199,0.1%,"2,592",Controller
