,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.08, 17.3  /  16  /  3.7 ,48.9%,14.8%,237,0.1%,"645,430"
1,2,Reyna,1.13, 17.8  /  15.7  /  4.5 ,50.0%,9.7%,246,0.1%,"425,110"
2,3,Viper,1.02, 15  /  14.7  /  6.2 ,49.9%,7.3%,208,0.1%,"317,987"
3,4,Killjoy,1.03, 14.7  /  14.4  /  3.8 ,50.3%,6.7%,203,0.1%,"291,426"
4,5,Skye,0.95, 14.4  /  15.2  /  8.1 ,49.3%,6.2%,199,0.1%,"273,248"
5,6,Gekko,0.95, 14.3  /  15.1  /  5 ,50.4%,5.6%,194,0.1%,"244,928"
6,7,Sage,0.93, 13.9  /  15  /  7.2 ,50.6%,5.3%,192,0.1%,"229,787"
7,8,Fade,0.96, 14.5  /  15.1  /  6.6 ,49.7%,5.2%,200,0.1%,"226,449"
8,9,Chamber,1.09, 16.3  /  14.9  /  2.9 ,47.9%,4.9%,217,0.1%,"212,475"
9,10,Astra,1.04, 15.2  /  14.5  /  6.8 ,50.5%,4.5%,205,0.1%,"195,381"
10,11,Cypher,1.01, 14.8  /  14.6  /  4.8 ,49.8%,4.5%,201,0.1%,"195,321"
11,12,Harbor,0.91, 13.8  /  15.2  /  6.4 ,46.5%,4.4%,190,0.1%,"191,105"
12,13,Raze,1.04, 16.6  /  16  /  4.9 ,49.8%,4.1%,238,0.1%,"178,407"
13,14,Phoenix,1.12, 17.5  /  15.6  /  5 ,51.6%,3.9%,243,0.1%,"172,488"
14,15,Brimstone,0.96, 14.3  /  14.9  /  8.8 ,51.1%,2.9%,203,0.1%,"127,445"
15,16,Omen,0.96, 14.7  /  15.4  /  7.1 ,47.0%,2.6%,203,0.1%,"111,616"
16,17,KAY/O,0.92, 14.4  /  15.7  /  8.9 ,44.6%,2.5%,204,0.1%,"109,510"
17,18,Sova,0.99, 14.7  /  14.7  /  5.8 ,49.4%,1.8%,205,0.1%,"80,356"
18,19,Yoru,1.02, 16.1  /  15.8  /  4.6 ,47.8%,1.2%,222,0.1%,"53,663"
19,20,Neon,0.97, 16  /  16.5  /  4.2 ,47.2%,1.1%,224,0.1%,"49,830"
20,21,Breach,0.92, 14.3  /  15.6  /  6.9 ,46.2%,0.9%,200,0.1%,"40,793"
