,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Chamber,1.11, 16.6  /  15  /  3.2 ,50.2%,14.3%,223,0.2%,"1,026,477"
1,2,Reyna,1.11, 17.4  /  15.7  /  3.8 ,50.6%,12.2%,240,0.2%,"871,080"
2,3,Jett,1.06, 17  /  16.1  /  3.6 ,49.7%,10.8%,235,0.2%,"773,364"
3,4,Sage,0.94, 14.1  /  14.9  /  6.8 ,50.9%,8.9%,195,0.1%,"636,276"
4,5,Omen,0.97, 14.7  /  15.2  /  5.9 ,48.6%,7.1%,202,0.1%,"507,501"
5,6,Raze,1.03, 16.5  /  16  /  4.8 ,50.2%,6.8%,238,0.2%,"489,294"
6,7,Viper,0.98, 14.4  /  14.7  /  5.3 ,50.2%,5.8%,199,0.1%,"415,548"
7,8,Brimstone,0.98, 14.7  /  15  /  7.5 ,51.3%,5.5%,206,0.1%,"394,434"
8,9,Fade,0.94, 14.3  /  15.2  /  7.1 ,50.3%,5.1%,199,0.1%,"368,577"
9,10,Sova,0.98, 14.4  /  14.8  /  5.7 ,50.0%,5.1%,201,0.1%,"367,557"
10,11,Skye,0.95, 14.5  /  15.3  /  5.8 ,50.2%,4.3%,200,0.1%,"306,357"
11,12,KAY/O,0.91, 14.3  /  15.6  /  7.8 ,45.8%,3.6%,202,0.1%,"258,672"
12,13,Breach,0.93, 14.3  /  15.4  /  5.6 ,49.2%,2.3%,196,0.1%,"162,231"
13,14,Killjoy,1, 14.4  /  14.4  /  3.7 ,50.8%,2.2%,201,0.1%,"159,273"
14,15,Neon,0.99, 16.2  /  16.4  /  3.8 ,48.6%,1.9%,227,0.2%,"137,343"
15,16,Cypher,0.98, 14.6  /  14.9  /  4.4 ,46.7%,1.5%,198,0.1%,"109,905"
16,17,Yoru,1, 15.5  /  15.6  /  3.5 ,46.4%,1.1%,215,0.2%,"76,908"
17,18,Astra,1, 15  /  14.9  /  5.7 ,49.1%,0.9%,202,0.1%,"65,586"
18,19,Phoenix,1.04, 16.7  /  16.1  /  3.8 ,47.4%,0.6%,231,0.2%,"42,636"
