,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Reyna,1.18, 18.3  /  15.4  /  4.4 ,50.9%,12.1%,254,0.1%,"34,488",Duelist
1,2,Jett,1.11, 17.4  /  15.7  /  3.8 ,49.2%,9.6%,243,0.1%,"27,492",Duelist
2,3,Sage,0.93, 13.7  /  14.7  /  7 ,51.8%,8.6%,192,0.1%,"24,647",Sentinel
3,4,Omen,0.98, 14.8  /  15.1  /  6.4 ,49.3%,7.8%,206,0.1%,"22,182",Controller
4,5,Raze,1.08, 17  /  15.7  /  4.9 ,50.9%,7.7%,247,0.1%,"21,842",Duelist
5,6,Killjoy,1.0, 14.3  /  14.2  /  3.8 ,50.2%,7.1%,201,0.2%,"20,362",Sentinel
6,7,Skye,0.94, 14.1  /  15  /  7.7 ,49.8%,5.4%,198,0.1%,"15,480",Initiator
7,8,Breach,0.95, 14.5  /  15.2  /  6.7 ,50.5%,5.1%,203,0.1%,"14,571",Initiator
8,9,Brimstone,0.98, 14.6  /  14.9  /  7.8 ,51.3%,4.5%,208,0.1%,"12,918",Controller
9,10,Fade,0.95, 14.3  /  15  /  6.2 ,50.3%,4.3%,200,0.1%,"12,308",Initiator
10,11,Chamber,1.1, 16.3  /  14.8  /  3.1 ,49.8%,3.7%,223,0.1%,"10,660",Sentinel
11,12,KAY/O,0.92, 14.2  /  15.5  /  8.9 ,47.4%,3.6%,205,0.1%,"10,340",Initiator
12,13,Phoenix,1.13, 17.2  /  15.2  /  4.6 ,51.4%,3.6%,242,0.1%,"10,195",Duelist
13,14,Cypher,1.01, 14.6  /  14.5  /  4.7 ,49.3%,3.3%,201,0.2%,"9,534",Sentinel
14,15,Sova,0.99, 14.6  /  14.7  /  5.3 ,49.1%,2.8%,207,0.1%,"8,084",Initiator
15,16,Viper,1.0, 14.6  /  14.7  /  5.5 ,49.4%,2.5%,206,0.1%,"7,195",Controller
16,17,Harbor,0.92, 13.8  /  15.1  /  5.6 ,45.2%,2.4%,193,0.1%,"6,863",Controller
17,18,Neon,1.01, 16.3  /  16.1  /  4.3 ,48.1%,2.2%,232,0.1%,"6,219",Duelist
18,19,Astra,1.05, 15.3  /  14.5  /  5.8 ,49.8%,2.0%,210,0.2%,"5,655",Controller
19,20,Yoru,0.99, 15.5  /  15.7  /  4.2 ,44.6%,1.5%,216,0.1%,"4,250",Duelist
