,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.08, 17.4  /  16.1  /  3.5 ,49.2%,18.0%,236,0.2%,"119,206",Duelist
1,2,Omen,0.98, 14.8  /  15.1  /  8.7 ,48.8%,13.8%,202,0.1%,"91,367",Controller
2,3,Sova,1.01, 14.9  /  14.7  /  5.9 ,49.9%,11.1%,204,0.1%,"73,692",Initiator
3,4,Reyna,1.11, 17.6  /  15.9  /  4.4 ,49.6%,10.0%,239,0.2%,"65,905",Duelist
4,5,Killjoy,1.04, 15.3  /  14.7  /  3.3 ,50.2%,7.3%,206,0.1%,"48,417",Sentinel
5,6,Skye,0.95, 14.6  /  15.3  /  7.8 ,49.6%,5.7%,199,0.1%,"37,698",Initiator
6,7,Chamber,1.09, 16.6  /  15.2  /  2.6 ,48.3%,4.3%,219,0.2%,"28,391",Sentinel
7,8,Cypher,1.03, 15.2  /  14.8  /  4.5 ,49.3%,4.2%,203,0.1%,"27,516",Sentinel
8,9,Raze,1.04, 16.7  /  16  /  4.6 ,50.4%,3.8%,237,0.2%,"25,210",Duelist
9,10,Phoenix,1.09, 17.2  /  15.8  /  4.8 ,50.3%,3.8%,238,0.2%,"25,039",Duelist
10,11,Deadlock,1.01, 15.5  /  15.3  /  3.8 ,48.5%,3.2%,216,0.1%,"21,034",Sentinel
11,12,Brimstone,0.98, 14.6  /  14.9  /  10 ,52.8%,3.1%,206,0.1%,"20,421",Controller
12,13,Sage,0.97, 14.6  /  15.1  /  7 ,51.4%,2.9%,199,0.1%,"18,953",Sentinel
13,14,Breach,0.94, 14.5  /  15.4  /  8 ,48.3%,2.4%,199,0.1%,"16,000",Initiator
14,15,Astra,1.03, 15.2  /  14.7  /  7.5 ,49.3%,1.8%,204,0.1%,"12,209",Controller
15,16,Fade,0.97, 14.7  /  15.1  /  7 ,49.4%,1.2%,201,0.1%,"8,106",Initiator
16,17,Yoru,1.01, 16.2  /  16  /  4.5 ,48.3%,1.0%,220,0.2%,"6,648",Duelist
17,18,KAY/O,0.94, 14.7  /  15.7  /  9.8 ,44.5%,0.9%,208,0.1%,"5,925",Initiator
18,19,Gekko,0.96, 14.6  /  15.2  /  5 ,50.8%,0.6%,197,0.1%,"3,921",Initiator
19,20,Neon,0.97, 16.1  /  16.6  /  4.2 ,48.3%,0.5%,222,0.2%,"3,350",Duelist
20,21,Viper,1.05, 15.3  /  14.6  /  5.8 ,48.8%,0.2%,214,0.1%,"1,187",Controller
21,22,Harbor,0.93, 14.5  /  15.5  /  6.6 ,43.0%,0.1%,198,732,,Controller
