,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Sage,0.97, 14.6  /  15.1  /  7.7 ,50.7%,13.0%,202,0.1%,"13,667",Sentinel
1,2,Raze,1.06, 17.3  /  16.3  /  5 ,49.2%,12.0%,248,0.1%,"12,663",Duelist
2,3,Jett,1.07, 17.5  /  16.3  /  3.8 ,48.3%,11.5%,240,0.1%,"12,175",Duelist
3,4,Omen,1.0, 15.2  /  15.2  /  7.8 ,48.5%,9.9%,208,0.1%,"10,401",Controller
4,5,Reyna,1.12, 17.8  /  15.9  /  4.5 ,49.4%,8.4%,244,0.1%,"8,877",Duelist
5,6,Skye,0.95, 14.7  /  15.4  /  7.9 ,48.3%,6.9%,201,0.1%,"7,255",Initiator
6,7,Cypher,1.02, 15.2  /  14.9  /  4.8 ,47.5%,6.1%,205,0.2%,"6,392",Sentinel
7,8,Killjoy,1.02, 14.9  /  14.5  /  3.7 ,48.6%,6.0%,206,0.2%,"6,349",Sentinel
8,9,Astra,1.05, 15.4  /  14.7  /  7.1 ,48.4%,4.0%,210,0.2%,"4,244",Controller
9,10,Brimstone,0.98, 14.9  /  15.2  /  9.6 ,50.7%,3.8%,211,0.1%,"4,013",Controller
10,11,KAY/O,0.94, 14.7  /  15.7  /  9.4 ,44.8%,3.4%,208,0.1%,"3,618",Initiator
11,12,Fade,0.97, 14.8  /  15.2  /  6.2 ,47.9%,3.1%,204,0.1%,"3,254",Initiator
12,13,Breach,0.96, 14.7  /  15.3  /  7.6 ,48.2%,3.1%,203,0.1%,"3,222",Initiator
13,14,Phoenix,1.08, 17.1  /  15.8  /  4.9 ,50.3%,2.0%,238,0.1%,"2,107",Duelist
14,15,Chamber,1.08, 16.5  /  15.3  /  3 ,47.1%,1.6%,222,0.1%,"1,723",Sentinel
15,16,Viper,1.04, 15.3  /  14.8  /  5.9 ,49.3%,1.5%,213,0.1%,"1,634",Controller
16,17,Sova,0.98, 14.8  /  15.1  /  5.6 ,48.0%,1.3%,207,0.1%,"1,381",Initiator
17,18,Yoru,1.07, 16.5  /  15.5  /  4.5 ,48.1%,1.0%,225,0.1%,"1,027",Duelist
18,19,Neon,0.95, 15.4  /  16.2  /  4.2 ,48.2%,0.8%,217,0.1%,877,Duelist
19,20,Harbor,0.93, 14.6  /  15.6  /  6.7 ,41.1%,0.6%,201,0.1%,621,Controller
