,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Reyna,1.15, 17.9  /  15.5  /  4.6 ,50.4%,11.7%,250,0.1%,"31,844",Duelist
1,2,Sage,0.9, 13.3  /  14.8  /  7.1 ,49.6%,10.9%,188,0.1%,"29,643",Sentinel
2,3,Omen,0.98, 14.8  /  15.1  /  6.7 ,48.5%,9.5%,206,0.1%,"25,812",Controller
3,4,Jett,1.08, 17.1  /  15.8  /  3.9 ,49.7%,9.3%,239,0.1%,"25,285",Duelist
4,5,Killjoy,0.97, 13.9  /  14.4  /  3.9 ,49.7%,6.7%,197,0.2%,"18,248",Sentinel
5,6,Brimstone,0.96, 14.2  /  14.8  /  8.2 ,51.6%,5.7%,204,0.1%,"15,633",Controller
6,7,Raze,1.05, 16.5  /  15.6  /  4.8 ,51.0%,5.5%,240,0.1%,"14,983",Duelist
7,8,Gekko,0.95, 14.1  /  15  /  5.1 ,50.9%,5.5%,196,0.1%,"14,876",Initiator
8,9,Sova,0.98, 14.4  /  14.7  /  5.4 ,49.3%,5.1%,204,0.1%,"13,792",Initiator
9,10,Phoenix,1.1, 17  /  15.4  /  4.6 ,51.3%,3.7%,240,0.1%,"10,173",Duelist
10,11,Skye,0.94, 14.2  /  15.2  /  7.6 ,49.4%,3.7%,200,0.1%,"10,163",Initiator
11,12,Fade,0.93, 14  /  15  /  6.4 ,50.2%,3.5%,196,0.1%,"9,525",Initiator
12,13,Cypher,0.99, 14.4  /  14.6  /  4.9 ,48.4%,3.5%,199,0.1%,"9,451",Sentinel
13,14,KAY/O,0.9, 14  /  15.5  /  8.6 ,44.3%,2.9%,202,0.1%,"8,013",Initiator
14,15,Breach,0.94, 14.5  /  15.4  /  6.4 ,47.6%,2.6%,205,0.1%,"7,199",Initiator
15,16,Chamber,1.06, 15.6  /  14.8  /  3.2 ,49.6%,2.6%,214,0.1%,"7,060",Sentinel
16,17,Neon,0.99, 16.1  /  16.2  /  4.3 ,48.4%,1.9%,228,0.1%,"5,086",Duelist
17,18,Viper,0.95, 14.1  /  14.9  /  5.6 ,47.3%,1.8%,199,0.1%,"4,904",Controller
18,19,Astra,1.02, 14.9  /  14.6  /  6.1 ,49.5%,1.7%,205,0.1%,"4,543",Controller
19,20,Yoru,1.01, 15.7  /  15.6  /  4.4 ,48.6%,1.6%,220,0.1%,"4,499",Duelist
20,21,Harbor,0.91, 13.7  /  15.2  /  5.8 ,47.6%,0.8%,193,0.1%,"2,068",Controller
