,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.09, 17.4  /  16  /  3.8 ,49.4%,13.2%,240,0.1%,"28,414",Duelist
1,2,Reyna,1.13, 17.7  /  15.8  /  4.6 ,50.1%,11.1%,245,0.1%,"23,867",Duelist
2,3,Killjoy,1.01, 14.4  /  14.3  /  3.9 ,48.9%,10.6%,200,0.2%,"22,875",Sentinel
3,4,Omen,0.98, 15  /  15.3  /  8.2 ,48.1%,10.0%,206,0.1%,"21,478",Controller
4,5,Sova,1.03, 15.1  /  14.6  /  6.1 ,49.8%,9.4%,210,0.2%,"20,205",Initiator
5,6,Sage,0.93, 13.9  /  14.9  /  7.2 ,50.4%,7.2%,192,0.1%,"15,576",Sentinel
6,7,Brimstone,0.98, 14.6  /  14.9  /  9.5 ,52.5%,5.6%,208,0.1%,"12,141",Controller
7,8,Raze,1.02, 16.5  /  16.1  /  5 ,48.0%,5.5%,238,0.1%,"11,876",Duelist
8,9,KAY/O,0.92, 14.3  /  15.6  /  8.9 ,46.1%,4.4%,203,0.1%,"9,409",Initiator
9,10,Phoenix,1.11, 17.3  /  15.7  /  4.9 ,49.4%,3.6%,242,0.1%,"7,630",Duelist
10,11,Fade,0.96, 14.5  /  15.2  /  6.5 ,47.5%,3.3%,200,0.1%,"7,200",Initiator
11,12,Skye,0.94, 14.4  /  15.3  /  7.8 ,48.7%,3.2%,200,0.1%,"6,865",Initiator
12,13,Cypher,1.0, 14.6  /  14.6  /  5 ,49.0%,3.2%,199,0.2%,"6,820",Sentinel
13,14,Astra,1.04, 15.4  /  14.8  /  7.4 ,49.2%,2.2%,210,0.1%,"4,826",Controller
14,15,Chamber,1.08, 16.5  /  15.3  /  3 ,47.9%,2.2%,221,0.1%,"4,804",Sentinel
15,16,Breach,0.94, 14.6  /  15.5  /  6.9 ,49.0%,1.5%,203,0.1%,"3,237",Initiator
16,17,Viper,1.0, 14.8  /  14.8  /  6 ,47.6%,1.1%,206,0.1%,"2,439",Controller
17,18,Neon,0.99, 16.1  /  16.3  /  4.1 ,50.0%,1.0%,225,0.1%,"2,190",Duelist
18,19,Yoru,1.02, 16.1  /  15.7  /  4.4 ,49.2%,0.9%,220,0.1%,"2,017",Duelist
19,20,Harbor,0.94, 14.3  /  15.2  /  6.3 ,46.3%,0.5%,198,0.1%,"1,059",Controller
