,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Reyna,1.2, 18.1  /  15.1  /  4.6 ,51.0%,12.1%,257,0.1%,"33,809",Duelist
1,2,Sage,0.91, 13.2  /  14.5  /  6.9 ,50.4%,9.9%,189,0.1%,"27,609",Sentinel
2,3,Brimstone,1.0, 14.6  /  14.6  /  7.9 ,51.9%,8.0%,210,0.1%,"22,135",Controller
3,4,Jett,1.13, 17.5  /  15.5  /  4 ,49.9%,7.8%,246,0.1%,"21,707",Duelist
4,5,Killjoy,1.01, 14.3  /  14.1  /  4.2 ,51.6%,7.3%,204,0.2%,"20,373",Sentinel
5,6,Raze,1.07, 16.5  /  15.4  /  4.9 ,50.2%,6.2%,241,0.1%,"17,160",Duelist
6,7,Breach,0.96, 14.6  /  15.1  /  6.3 ,49.8%,5.9%,207,0.1%,"16,549",Initiator
7,8,Gekko,0.97, 14.2  /  14.7  /  4.9 ,50.4%,5.0%,200,0.1%,"13,831",Initiator
8,9,Omen,0.98, 14.8  /  15.1  /  6.1 ,48.0%,4.6%,208,0.1%,"12,771",Controller
9,10,Viper,0.99, 14.3  /  14.5  /  5.5 ,49.4%,4.2%,204,0.1%,"11,563",Controller
10,11,Fade,0.94, 14  /  14.9  /  6.2 ,49.4%,3.7%,200,0.1%,"10,351",Initiator
11,12,Skye,0.94, 14  /  14.9  /  7.3 ,49.1%,3.5%,199,0.1%,"9,750",Initiator
12,13,Cypher,1.02, 14.6  /  14.3  /  5 ,50.2%,3.5%,203,0.1%,"9,621",Sentinel
13,14,Neon,1.04, 16.5  /  15.9  /  4.5 ,49.3%,3.4%,237,0.1%,"9,324",Duelist
14,15,Phoenix,1.13, 16.9  /  15  /  4.7 ,50.8%,3.1%,241,0.1%,"8,751",Duelist
15,16,KAY/O,0.91, 14  /  15.4  /  8.5 ,46.1%,3.0%,204,0.1%,"8,422",Initiator
16,17,Chamber,1.09, 16.1  /  14.8  /  3.3 ,48.1%,2.5%,222,0.1%,"6,907",Sentinel
17,18,Sova,0.98, 14.4  /  14.7  /  5.4 ,47.2%,2.3%,208,0.1%,"6,312",Initiator
18,19,Yoru,1.02, 15.7  /  15.3  /  4.3 ,47.0%,1.8%,221,0.1%,"5,023",Duelist
19,20,Harbor,0.91, 13.6  /  15  /  5.7 ,46.0%,1.2%,195,0.1%,"3,292",Controller
20,21,Astra,1.04, 15  /  14.4  /  5.7 ,49.0%,1.1%,209,0.1%,"3,054",Controller
