,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Jett,1.1, 17.3  /  15.8  /  3.7 ,50.5%,16.4%,240,0.2%,"598,179"
1,2,Reyna,1.11, 17.3  /  15.6  /  4 ,51.2%,13.7%,240,0.2%,"497,607"
2,3,Sage,0.95, 14  /  14.7  /  5.1 ,51.2%,13.1%,191,0.1%,"478,125"
3,4,Omen,0.96, 14.7  /  15.3  /  5.8 ,48.1%,8.9%,200,0.1%,"322,218"
4,5,Sova,0.98, 14.4  /  14.6  /  6.3 ,51.2%,8.1%,203,0.1%,"293,607"
5,6,Raze,1.03, 16.4  /  15.9  /  5 ,50.6%,6.6%,238,0.2%,"241,434"
6,7,Killjoy,1, 14.4  /  14.3  /  3.9 ,51.7%,5.5%,203,0.1%,"201,399"
7,8,Viper,0.97, 14.2  /  14.6  /  5.4 ,49.3%,5.2%,196,0.1%,"190,842"
8,9,Skye,0.96, 14.7  /  15.3  /  4.5 ,49.6%,5.2%,200,0.1%,"190,536"
9,10,Cypher,0.97, 14.4  /  14.7  /  4.1 ,48.2%,4.5%,194,0.1%,"162,945"
10,11,Brimstone,0.97, 14.5  /  14.9  /  7.2 ,51.0%,3.6%,202,0.1%,"132,345"
11,12,KAY/O,0.9, 14.1  /  15.6  /  7.6 ,44.9%,3.2%,197,0.1%,"116,127"
12,13,Phoenix,1.02, 16  /  15.6  /  4 ,48.8%,2.5%,226,0.2%,"92,259"
13,14,Astra,0.99, 14.5  /  14.7  /  5.5 ,51.3%,1.6%,196,0.1%,"57,375"
14,15,Breach,0.91, 14.1  /  15.4  /  5.7 ,48.7%,0.9%,194,0.1%,"34,221"
15,16,Yoru,0.94, 15.1  /  16.1  /  3.4 ,45.8%,0.8%,208,0.2%,"29,835"
