,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Sage,0.77, 10.4  /  13.6  /  5.9 ,53.1%,14.0%,157,0.2%,"1,956",Sentinel
1,2,Reyna,0.97, 13.7  /  14.1  /  4.4 ,50.8%,11.6%,205,0.1%,"1,613",Duelist
2,3,Raze,0.84, 12.2  /  14.5  /  4.5 ,46.4%,7.8%,190,0.1%,"1,082",Duelist
3,4,Yoru,0.86, 12.1  /  14.1  /  4.1 ,50.9%,6.4%,182,0.1%,888,Duelist
4,5,Jett,0.87, 12.4  /  14.3  /  3.7 ,48.3%,6.3%,187,0.1%,875,Duelist
5,6,Fade,0.74, 10.3  /  13.9  /  5.7 ,51.4%,5.6%,159,0.2%,782,Initiator
6,7,Phoenix,0.84, 11.8  /  14.1  /  4.1 ,46.4%,5.2%,181,0.1%,728,Duelist
7,8,Omen,0.82, 11.7  /  14.3  /  4.5 ,51.1%,5.1%,172,0.1%,708,Controller
8,9,Neon,0.77, 11.4  /  14.9  /  4 ,49.3%,4.9%,175,0.1%,686,Duelist
9,10,Viper,0.8, 11.1  /  13.9  /  4.6 ,50.7%,4.8%,169,0.1%,665,Controller
10,11,Sova,0.8, 11.2  /  14  /  5 ,47.7%,4.3%,171,0.2%,600,Initiator
11,12,Killjoy,0.8, 10.6  /  13.3  /  4 ,53.1%,4.2%,166,0.2%,586,Sentinel
12,13,Skye,0.75, 10.6  /  14.2  /  6.6 ,47.6%,3.0%,163,0.1%,418,Initiator
13,14,Brimstone,0.8, 11.5  /  14.3  /  5.8 ,45.3%,3.0%,173,0.1%,415,Controller
14,15,Cypher,0.81, 11.2  /  13.9  /  4.8 ,46.8%,3.0%,165,0.2%,412,Sentinel
15,16,KAY/O,0.72, 10  /  13.9  /  7.2 ,47.3%,2.9%,159,0.1%,400,Initiator
16,17,Gekko,0.83, 11.1  /  13.4  /  4.8 ,60.8%,2.9%,166,0.2%,400,Initiator
17,18,Chamber,0.89, 11.9  /  13.4  /  3.4 ,55.4%,2.0%,177,0.2%,285,Sentinel
18,19,Harbor,0.73, 10.3  /  14.2  /  5 ,41.9%,1.4%,159,0.1%,191,Controller
19,20,Breach,0.73, 10.2  /  13.9  /  4.7 ,45.8%,1.3%,161,0.1%,177,Initiator
20,21,Astra,1.08, 13.3  /  12.3  /  4.2 ,57.5%,0.6%,199,0.2%,80,Controller
