,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.07, 17.2  /  16.1  /  3.6 ,49.1%,15.8%,236,0.1%,"12,509"
1,2,Fade,0.95, 14.5  /  15.3  /  6.7 ,47.5%,9.7%,201,0.1%,"7,681"
2,3,Astra,1.05, 15.4  /  14.6  /  7.3 ,50.1%,8.5%,207,0.2%,"6,709"
3,4,Reyna,1.13, 17.9  /  15.8  /  4.4 ,50.6%,8.4%,245,0.1%,"6,610"
4,5,Gekko,0.99, 15  /  15.1  /  5.6 ,52.3%,7.4%,201,0.2%,"5,868"
5,6,Killjoy,1.05, 15.3  /  14.6  /  3.7 ,50.0%,7.1%,209,0.2%,"5,634"
6,7,Cypher,1.01, 15.1  /  14.9  /  4.7 ,48.7%,7.0%,204,0.1%,"5,537"
7,8,Viper,1.05, 15.4  /  14.7  /  6.3 ,50.7%,5.9%,213,0.1%,"4,633"
8,9,Phoenix,1.11, 17.5  /  15.8  /  5.2 ,50.2%,5.1%,242,0.1%,"4,036"
9,10,Sage,0.95, 14.4  /  15.1  /  7.2 ,51.7%,4.1%,197,0.1%,"3,200"
10,11,Harbor,0.92, 14.1  /  15.3  /  6.7 ,47.0%,3.4%,192,0.1%,"2,702"
11,12,Raze,1.04, 16.7  /  16.1  /  4.9 ,50.9%,3.4%,239,0.1%,"2,692"
12,13,KAY/O,0.91, 14.5  /  15.9  /  9.4 ,42.0%,3.0%,205,0.1%,"2,379"
13,14,Skye,0.95, 14.6  /  15.4  /  8 ,48.5%,2.8%,201,0.1%,"2,207"
14,15,Brimstone,0.99, 14.7  /  14.9  /  9.5 ,53.0%,1.9%,209,0.1%,"1,522"
15,16,Chamber,1.1, 16.5  /  15  /  2.7 ,46.6%,1.9%,222,0.1%,"1,507"
16,17,Sova,1, 14.8  /  14.8  /  6 ,47.4%,1.5%,207,0.1%,"1,156"
17,18,Yoru,1.02, 16.3  /  16  /  4.6 ,43.9%,1.0%,224,0.1%,816
18,19,Neon,0.93, 15.7  /  16.9  /  4.5 ,46.7%,0.8%,219,0.1%,629
19,20,Omen,0.95, 14.6  /  15.4  /  8 ,48.8%,0.8%,202,0.1%,603
20,21,Breach,0.92, 14.7  /  16  /  7.6 ,42.5%,0.4%,202,0.1%,301
