,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.1, 17.6  /  16.1  /  3.2 ,49.5%,21.3%,237,0.2%,"6,875",Duelist
1,2,Astra,1.07, 15.5  /  14.5  /  7.1 ,50.6%,12.3%,206,0.1%,"3,955",Controller
2,3,Killjoy,1.08, 15.9  /  14.7  /  3.3 ,51.0%,11.3%,215,0.1%,"3,640",Sentinel
3,4,Skye,0.97, 14.9  /  15.3  /  8.2 ,50.7%,10.5%,201,0.1%,"3,384",Initiator
4,5,Reyna,1.13, 17.9  /  15.9  /  4.1 ,50.8%,8.4%,243,0.2%,"2,705",Duelist
5,6,Viper,1.06, 15.8  /  14.9  /  6.1 ,49.1%,5.5%,217,0.1%,"1,775",Controller
6,7,Fade,1.0, 15  /  15  /  6.4 ,51.6%,4.9%,205,0.1%,"1,587",Initiator
7,8,Phoenix,1.12, 17.4  /  15.5  /  4.9 ,55.3%,4.6%,242,0.2%,"1,471",Duelist
8,9,Chamber,1.11, 16.9  /  15.2  /  2.4 ,46.6%,3.9%,223,0.2%,"1,245",Sentinel
9,10,Cypher,1.05, 15.6  /  14.8  /  4.3 ,50.9%,2.3%,208,0.1%,741,Sentinel
10,11,Harbor,0.96, 14.9  /  15.6  /  6.7 ,47.2%,2.3%,198,0.1%,731,Controller
11,12,Sova,1.06, 15.7  /  14.8  /  5.9 ,47.6%,2.2%,216,0.1%,723,Initiator
12,13,Deadlock,1.07, 16  /  14.9  /  3.8 ,51.5%,2.2%,212,0.1%,722,Sentinel
13,14,Raze,1.02, 16.4  /  16.1  /  4.7 ,49.1%,1.9%,233,0.2%,609,Duelist
14,15,Gekko,1.0, 15.1  /  15.1  /  4.9 ,51.3%,1.8%,202,0.1%,581,Initiator
15,16,Yoru,0.99, 15.8  /  16  /  4.5 ,46.8%,1.5%,217,0.2%,487,Duelist
16,17,KAY/O,0.95, 15  /  15.8  /  9.9 ,40.2%,1.1%,209,0.1%,356,Initiator
17,18,Neon,1.03, 17.1  /  16.7  /  4.3 ,54.7%,0.6%,231,0.2%,201,Duelist
18,19,Sage,0.95, 15.2  /  16.1  /  7.5 ,48.3%,0.5%,198,0.1%,174,Sentinel
19,20,Brimstone,1.01, 14.6  /  14.5  /  10.1 ,55.1%,0.5%,205,0.1%,167,Controller
20,21,Omen,1.1, 16  /  14.6  /  9 ,56.4%,0.4%,217,0.1%,117,Controller
