,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Reyna,1.15, 17.5  /  15.1  /  4.5 ,50.9%,15.1%,252,0.2%,"84,579"
1,2,Sage,0.94, 13.5  /  14.4  /  6.9 ,51.6%,13.4%,195,0.1%,"75,042"
2,3,Jett,1.11, 16.9  /  15.2  /  3.8 ,51.2%,10.9%,242,0.2%,"61,133"
3,4,Raze,1.06, 16.1  /  15.2  /  4.9 ,51.3%,9.8%,240,0.1%,"54,800"
4,5,Omen,0.97, 14.6  /  15.1  /  3.8 ,48.6%,8.5%,207,0.1%,"47,587"
5,6,Brimstone,0.97, 14.3  /  14.7  /  5.3 ,51.3%,7.8%,207,0.1%,"43,917"
6,7,Killjoy,0.97, 13.6  /  14  /  4 ,52.1%,7.6%,199,0.1%,"42,703"
7,8,Sova,0.99, 14.1  /  14.3  /  5.9 ,50.7%,6.9%,207,0.1%,"38,582"
8,9,Phoenix,1.07, 16.2  /  15.1  /  4.4 ,51.3%,5.9%,234,0.2%,"33,203"
9,10,Yoru,0.93, 14.3  /  15.4  /  3.9 ,45.8%,4.7%,206,0.1%,"26,626"
10,11,Cypher,0.97, 13.9  /  14.4  /  4.9 ,49.9%,4.3%,197,0.1%,"23,925"
11,12,Breach,0.92, 14  /  15.2  /  5.3 ,48.8%,2.3%,201,0.1%,"12,820"
12,13,Viper,0.98, 14.2  /  14.6  /  3.5 ,48.0%,1.5%,204,0.1%,"8,646"
13,14,Skye,0.92, 13.6  /  14.8  /  4.5 ,48.6%,1.5%,195,0.1%,"8,302"
