,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Reyna,1.16, 17.8  /  15.3  /  4.5 ,50.0%,11.3%,248,0.2%,"367,879",Duelist
1,2,Jett,1.11, 17.3  /  15.6  /  3.8 ,49.3%,10.0%,241,0.2%,"324,064",Duelist
2,3,Brimstone,0.98, 14.3  /  14.6  /  8.4 ,50.7%,9.7%,204,0.1%,"315,754",Controller
3,4,Breach,0.94, 14.2  /  15.2  /  6.6 ,49.1%,7.5%,199,0.1%,"243,263",Initiator
4,5,Sage,0.89, 13.2  /  14.7  /  6.8 ,49.7%,6.6%,185,0.1%,"216,031",Sentinel
5,6,Raze,1.05, 16.3  /  15.6  /  4.7 ,49.3%,6.4%,236,0.2%,"209,181",Duelist
6,7,Killjoy,0.99, 14.1  /  14.2  /  3.9 ,50.2%,6.1%,198,0.1%,"199,168",Sentinel
7,8,Omen,0.95, 14.4  /  15.1  /  6.6 ,47.0%,4.9%,201,0.1%,"160,725",Controller
8,9,Skye,0.92, 13.8  /  14.9  /  7.3 ,49.0%,4.9%,193,0.1%,"160,153",Initiator
9,10,Deadlock,0.98, 14.7  /  15  /  3.9 ,48.6%,4.9%,208,0.1%,"159,798",Sentinel
10,11,Chamber,1.09, 16.1  /  14.8  /  3.1 ,48.9%,3.8%,219,0.2%,"122,368",Sentinel
11,12,Cypher,1.0, 14.5  /  14.5  /  4.8 ,49.1%,3.4%,199,0.1%,"110,691",Sentinel
12,13,Viper,0.97, 14.2  /  14.7  /  5.6 ,48.7%,2.9%,199,0.1%,"95,898",Controller
13,14,Phoenix,1.11, 16.8  /  15.2  /  4.5 ,50.1%,2.9%,236,0.2%,"95,029",Duelist
14,15,Gekko,0.92, 13.7  /  14.9  /  4.7 ,49.2%,2.6%,189,0.1%,"85,377",Initiator
15,16,Neon,1.01, 16.3  /  16.1  /  4.2 ,48.6%,2.5%,229,0.2%,"81,882",Duelist
16,17,Fade,0.93, 13.9  /  14.9  /  6.2 ,48.9%,2.5%,194,0.1%,"81,684",Initiator
17,18,KAY/O,0.91, 14  /  15.4  /  8.5 ,46.0%,2.1%,201,0.1%,"66,991",Initiator
18,19,Sova,0.95, 14.1  /  14.8  /  5.4 ,47.3%,1.6%,200,0.1%,"53,323",Initiator
19,20,Yoru,1.0, 15.5  /  15.5  /  4.3 ,46.3%,1.4%,215,0.2%,"44,238",Duelist
20,21,Astra,1.02, 14.8  /  14.6  /  6.1 ,47.6%,1.2%,205,0.1%,"38,267",Controller
21,22,Harbor,0.9, 13.6  /  15.2  /  5.9 ,44.6%,0.7%,190,0.1%,"22,080",Controller
