,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Sage,0.8, 11.5  /  14.4  /  6.5 ,49.3%,13.5%,169,0.1%,"24,925"
1,2,Reyna,1.05, 15.5  /  14.8  /  4.7 ,50.1%,11.1%,226,0.1%,"20,617"
2,3,Raze,0.93, 14  /  15  /  5 ,48.9%,7.5%,214,0.1%,"13,892"
3,4,Omen,0.89, 13.1  /  14.8  /  5.2 ,48.9%,6.3%,191,0.1%,"11,748"
4,5,Jett,0.95, 14.4  /  15.2  /  4 ,49.2%,6.2%,210,0.1%,"11,469"
5,6,Killjoy,0.89, 12.4  /  14  /  4.2 ,50.3%,5.7%,184,0.2%,"10,551"
6,7,Fade,0.82, 12  /  14.8  /  6.1 ,49.4%,5.3%,177,0.1%,"9,904"
7,8,Phoenix,0.94, 13.9  /  14.8  /  4.5 ,47.7%,4.8%,205,0.1%,"8,963"
8,9,Skye,0.83, 12.1  /  14.6  /  7.3 ,49.4%,4.6%,180,0.1%,"8,562"
9,10,Neon,0.9, 13.8  /  15.4  /  4.2 ,47.5%,4.4%,204,0.1%,"8,162"
10,11,Sova,0.84, 12.3  /  14.6  /  5.2 ,48.1%,4.4%,183,0.1%,"8,123"
11,12,Yoru,0.86, 13  /  15.1  /  4.2 ,45.2%,4.3%,190,0.1%,"7,959"
12,13,Viper,0.86, 12.5  /  14.6  /  5.1 ,47.0%,4.0%,185,0.1%,"7,447"
13,14,KAY/O,0.8, 12  /  14.9  /  8 ,48.1%,3.9%,182,0.1%,"7,133"
14,15,Brimstone,0.88, 12.9  /  14.7  /  6.5 ,49.2%,3.8%,191,0.1%,"7,073"
15,16,Cypher,0.89, 12.5  /  14.1  /  4.8 ,48.9%,2.9%,182,0.1%,"5,397"
16,17,Chamber,0.95, 13.7  /  14.5  /  3.6 ,48.1%,2.4%,197,0.1%,"4,518"
17,18,Breach,0.86, 12.7  /  14.8  /  5.7 ,50.4%,2.2%,188,0.1%,"4,110"
18,19,Harbor,0.82, 12  /  14.6  /  5.1 ,50.2%,1.6%,177,0.1%,"3,036"
19,20,Astra,0.92, 13.3  /  14.5  /  4.9 ,45.7%,0.9%,192,0.1%,"1,631"
