,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Sage,0.92, 13.3  /  14.5  /  6.8 ,51.3%,13.8%,187,0.1%,"805,341"
1,2,Reyna,1.13, 17.4  /  15.4  /  4.2 ,51.0%,13.4%,246,0.2%,"783,870"
2,3,Jett,1.11, 17  /  15.3  /  3.9 ,50.3%,10.4%,242,0.2%,"610,725"
3,4,Neon,1.01, 16.2  /  16.1  /  4.2 ,50.0%,7.2%,233,0.2%,"420,954"
4,5,Viper,0.97, 14.2  /  14.6  /  5.3 ,50.6%,6.3%,199,0.1%,"369,852"
5,6,Sova,0.96, 14  /  14.6  /  5.7 ,49.9%,6.2%,202,0.1%,"364,395"
6,7,Killjoy,0.97, 13.8  /  14.2  /  4.2 ,52.8%,6.1%,200,0.1%,"359,907"
7,8,Raze,1.01, 15.6  /  15.5  /  4.9 ,50.5%,5.8%,232,0.1%,"340,323"
8,9,Chamber,1.06, 15.5  /  14.6  /  3.3 ,50.6%,5.3%,216,0.1%,"312,783"
9,10,Omen,0.97, 14.6  /  15  /  4.8 ,49.5%,5.0%,205,0.1%,"293,964"
10,11,Skye,0.93, 13.9  /  15  /  6.3 ,49.4%,4.4%,194,0.1%,"260,253"
11,12,Brimstone,0.95, 14.2  /  14.9  /  6.2 ,50.6%,3.8%,202,0.1%,"222,411"
12,13,Cypher,0.96, 14  /  14.6  /  4.4 ,49.9%,2.7%,196,0.1%,"160,140"
13,14,Astra,0.98, 14.4  /  14.6  /  5.1 ,50.5%,2.2%,198,0.1%,"131,580"
14,15,KAY/O,0.89, 13.7  /  15.4  /  7.4 ,47.1%,2.0%,196,0.1%,"118,524"
15,16,Phoenix,1.02, 15.6  /  15.2  /  4 ,48.7%,2.0%,224,0.2%,"117,300"
16,17,Breach,0.91, 13.9  /  15.4  /  5.2 ,47.5%,2.0%,198,0.1%,"117,147"
17,18,Yoru,0.93, 14.4  /  15.6  /  3.6 ,42.1%,1.1%,208,0.2%,"65,688"
