,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.12, 18.3  /  16.3  /  3.3 ,50.5%,17.9%,246,0.2%,"5,640",Duelist
1,2,Omen,1.02, 15.4  /  15.1  /  9 ,50.4%,14.3%,208,0.1%,"4,523",Controller
2,3,Raze,1.09, 17.7  /  16.2  /  4.5 ,52.1%,13.0%,248,0.2%,"4,100",Duelist
3,4,Skye,0.99, 14.7  /  14.9  /  9.2 ,53.1%,11.3%,199,0.1%,"3,570",Initiator
4,5,Killjoy,1.09, 15.9  /  14.6  /  3.2 ,49.3%,10.9%,212,0.1%,"3,433",Sentinel
5,6,Chamber,1.15, 17.5  /  15.3  /  2.3 ,49.0%,6.4%,229,0.2%,"2,017",Sentinel
6,7,Reyna,1.13, 17.8  /  15.8  /  4.3 ,48.4%,5.6%,240,0.2%,"1,781",Duelist
7,8,Breach,0.94, 14.5  /  15.4  /  8.4 ,50.3%,3.2%,195,0.1%,"1,018",Initiator
8,9,Gekko,1.0, 14.8  /  14.9  /  5 ,55.0%,3.0%,195,0.1%,932,Initiator
9,10,Deadlock,1.07, 16  /  14.9  /  3.6 ,47.9%,2.6%,211,0.1%,806,Sentinel
10,11,Fade,1.05, 16  /  15.2  /  7.5 ,51.6%,2.1%,211,0.1%,670,Initiator
11,12,Viper,1.12, 16.7  /  15  /  5.9 ,54.1%,1.9%,223,0.1%,597,Controller
12,13,Astra,1.04, 15.4  /  14.8  /  7.4 ,47.5%,1.7%,209,0.1%,530,Controller
13,14,Cypher,1.07, 16.1  /  15.1  /  4.4 ,51.3%,1.5%,213,0.1%,462,Sentinel
14,15,Yoru,1.07, 17.3  /  16.1  /  4.7 ,52.9%,1.1%,233,0.2%,357,Duelist
15,16,Neon,1.03, 16.6  /  16.1  /  4 ,51.0%,1.1%,231,0.2%,349,Duelist
16,17,Sova,1.07, 16  /  15  /  6.6 ,48.7%,0.9%,216,0.1%,279,Initiator
17,18,Phoenix,1.05, 17  /  16.2  /  5.1 ,49.2%,0.8%,231,0.1%,244,Duelist
18,19,Harbor,1.07, 15.7  /  14.7  /  7.2 ,54.5%,0.5%,209,0.1%,143,Controller
19,20,Brimstone,1.15, 16.4  /  14.2  /  11.3 ,62.5%,0.1%,223,32,,Controller
20,21,Sage,1.03, 14.9  /  14.4  /  6.2 ,53.6%,0.1%,210,28,,Sentinel
21,22,KAY/O,0.97, 14  /  14.5  /  10.9 ,62.5%,0.1%,196,24,,Initiator
