,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.08, 17.5  /  16.2  /  3.6 ,49.1%,14.5%,238,0.1%,"291,671",Duelist
1,2,Omen,0.99, 15  /  15.2  /  8.1 ,49.4%,11.2%,204,0.1%,"225,203",Controller
2,3,Killjoy,1.05, 15.1  /  14.4  /  3.5 ,50.4%,9.9%,206,0.1%,"198,672",Sentinel
3,4,Raze,1.06, 17  /  16  /  4.8 ,50.0%,9.7%,242,0.1%,"195,859",Duelist
4,5,Reyna,1.13, 17.8  /  15.7  /  4.3 ,50.0%,8.4%,242,0.1%,"169,175",Duelist
5,6,Skye,0.95, 14.4  /  15.1  /  8.6 ,49.4%,6.8%,198,0.1%,"136,924",Initiator
6,7,Breach,0.94, 14.4  /  15.4  /  7.8 ,48.4%,6.1%,197,0.1%,"122,609",Initiator
7,8,Gekko,0.96, 14.5  /  15.1  /  4.9 ,49.9%,6.0%,193,0.1%,"120,791",Initiator
8,9,Chamber,1.11, 16.8  /  15.1  /  2.7 ,48.8%,5.9%,222,0.1%,"118,013",Sentinel
9,10,Sage,0.96, 14.4  /  15  /  7.1 ,50.9%,2.7%,198,0.1%,"54,265",Sentinel
10,11,Harbor,0.94, 14.4  /  15.3  /  6.7 ,47.1%,2.6%,194,0.1%,"52,489",Controller
11,12,Cypher,1.01, 15  /  14.8  /  4.6 ,48.2%,2.5%,202,0.1%,"50,340",Sentinel
12,13,Brimstone,0.99, 14.7  /  14.9  /  9.6 ,51.6%,2.5%,206,0.1%,"49,913",Controller
13,14,Astra,1.04, 15.3  /  14.7  /  7.1 ,50.0%,2.4%,206,0.1%,"48,899",Controller
14,15,Fade,0.97, 14.6  /  15.1  /  6.8 ,48.7%,1.8%,200,0.1%,"36,517",Initiator
15,16,Phoenix,1.1, 17.2  /  15.6  /  4.8 ,50.4%,1.8%,238,0.1%,"36,160",Duelist
16,17,Viper,1.05, 15.5  /  14.8  /  6.1 ,49.2%,1.2%,213,0.1%,"24,735",Controller
17,18,Neon,0.98, 16.4  /  16.7  /  4.3 ,47.6%,1.2%,227,0.1%,"23,354",Duelist
18,19,KAY/O,0.92, 14.5  /  15.7  /  9.9 ,44.2%,1.2%,204,0.1%,"23,354",Initiator
19,20,Sova,1.0, 14.8  /  14.9  /  6 ,48.2%,0.9%,207,0.1%,"18,870",Initiator
20,21,Yoru,1.01, 16.1  /  15.9  /  4.5 ,46.2%,0.9%,220,0.1%,"17,583",Duelist
