,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Reyna,1.17, 17.8  /  15.1  /  4.8 ,50.7%,11.8%,254,0.1%,"32,098"
1,2,Sage,0.88, 12.8  /  14.6  /  7.1 ,49.9%,11.6%,183,0.1%,"31,650"
2,3,Jett,1.08, 16.6  /  15.4  /  4.1 ,49.3%,7.2%,237,0.1%,"19,524"
3,4,Killjoy,0.98, 13.7  /  13.9  /  4.3 ,51.3%,6.0%,199,0.2%,"16,419"
4,5,Raze,1.03, 15.9  /  15.4  /  5 ,48.4%,5.6%,235,0.1%,"15,210"
5,6,Viper,0.97, 13.9  /  14.4  /  5.9 ,50.8%,5.5%,201,0.1%,"14,980"
6,7,Omen,0.97, 14.6  /  15.1  /  5.9 ,48.4%,5.4%,206,0.1%,"14,549"
7,8,Fade,0.92, 13.8  /  14.9  /  6.4 ,49.3%,5.3%,197,0.1%,"14,338"
8,9,Gekko,0.95, 13.9  /  14.7  /  5.1 ,51.0%,5.0%,196,0.1%,"13,534"
9,10,Brimstone,0.96, 14  /  14.6  /  7.4 ,50.5%,4.7%,203,0.1%,"12,676"
10,11,Skye,0.92, 13.6  /  14.9  /  7.7 ,48.1%,3.9%,196,0.1%,"10,675"
11,12,Phoenix,1.11, 16.6  /  15  /  4.8 ,50.6%,3.7%,238,0.1%,"10,062"
12,13,Cypher,0.99, 14  /  14.2  /  5.1 ,49.5%,3.5%,197,0.2%,"9,489"
13,14,KAY/O,0.89, 13.6  /  15.2  /  8.2 ,46.3%,3.4%,200,0.1%,"9,225"
14,15,Sova,0.95, 13.9  /  14.6  /  5.5 ,47.7%,3.2%,200,0.1%,"8,831"
15,16,Neon,0.99, 15.8  /  15.9  /  4.4 ,48.9%,2.9%,227,0.1%,"7,920"
16,17,Chamber,1.07, 15.5  /  14.5  /  3.4 ,48.4%,2.9%,215,0.1%,"7,891"
17,18,Yoru,1.02, 15.5  /  15.3  /  4.5 ,47.8%,2.5%,220,0.1%,"6,680"
18,19,Harbor,0.88, 13.3  /  15  /  5.9 ,47.1%,2.3%,188,0.1%,"6,123"
19,20,Breach,0.94, 14.2  /  15.1  /  6 ,49.2%,1.9%,205,0.1%,"5,034"
20,21,Astra,1.03, 14.5  /  14.1  /  5.9 ,49.4%,1.8%,203,0.2%,"4,964"
