,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Sage,0.82, 11.9  /  14.5  /  6.4 ,49.9%,11.9%,172,0.1%,"359,145"
1,2,Reyna,1.05, 15.8  /  15  /  4.5 ,49.7%,10.8%,227,0.2%,"328,110"
2,3,Omen,0.91, 13.5  /  14.8  /  5.5 ,49.2%,8.5%,193,0.1%,"257,458"
3,4,Raze,0.95, 14.4  /  15.2  /  4.7 ,49.5%,6.7%,215,0.1%,"202,346"
4,5,Jett,0.98, 14.9  /  15.2  /  3.9 ,49.1%,6.3%,216,0.2%,"189,811"
5,6,Skye,0.84, 12.3  /  14.7  /  7.1 ,49.1%,5.2%,180,0.1%,"156,733"
6,7,Killjoy,0.9, 12.6  /  14  /  3.9 ,50.8%,4.9%,184,0.1%,"148,837"
7,8,Deadlock,0.89, 13.1  /  14.7  /  3.9 ,49.5%,4.8%,193,0.1%,"143,893"
8,9,Gekko,0.83, 12.4  /  14.9  /  4.7 ,49.5%,4.5%,177,0.1%,"136,630"
9,10,Brimstone,0.9, 13.1  /  14.6  /  6.7 ,49.8%,4.4%,192,0.1%,"133,784"
10,11,Sova,0.87, 12.7  /  14.5  /  5 ,48.9%,4.1%,184,0.1%,"124,174"
11,12,Phoenix,0.97, 14.5  /  14.9  /  4.4 ,48.9%,4.0%,211,0.1%,"122,018"
12,13,Yoru,0.9, 13.6  /  15.1  /  4.1 ,46.6%,3.3%,196,0.1%,"101,144"
13,14,Neon,0.91, 14.1  /  15.6  /  4.1 ,48.1%,3.2%,206,0.2%,"95,919"
14,15,Fade,0.83, 12.3  /  14.9  /  6.1 ,48.9%,3.1%,180,0.1%,"93,313"
15,16,Cypher,0.91, 13  /  14.2  /  4.8 ,48.8%,2.9%,184,0.1%,"88,900"
16,17,Viper,0.88, 12.8  /  14.5  /  5.1 ,48.5%,2.6%,186,0.1%,"79,230"
17,18,Chamber,0.97, 14  /  14.4  /  3.4 ,48.4%,2.6%,198,0.2%,"77,492"
18,19,KAY/O,0.82, 12.3  /  15.1  /  7.8 ,47.1%,2.5%,183,0.1%,"77,121"
19,20,Breach,0.88, 13.3  /  15.1  /  5.7 ,49.4%,2.0%,193,0.1%,"60,636"
20,21,Harbor,0.82, 12.3  /  15  /  5.4 ,46.5%,0.8%,178,0.1%,"25,305"
21,22,Astra,0.93, 13.3  /  14.3  /  5.2 ,48.1%,0.8%,189,0.1%,"23,082"
