,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Reyna,1.13, 17.7  /  15.6  /  4.6 ,50.1%,11.6%,248,0.1%,"38,711"
1,2,Killjoy,0.99, 14  /  14.1  /  4 ,49.5%,10.4%,199,0.2%,"34,657"
2,3,Jett,1.09, 17.2  /  15.8  /  3.9 ,49.1%,10.4%,241,0.1%,"34,516"
3,4,Sage,0.9, 13.3  /  14.7  /  7.1 ,49.8%,9.6%,187,0.1%,"31,943"
4,5,Omen,0.98, 14.8  /  15.1  /  7.2 ,48.2%,8.6%,206,0.1%,"28,589"
5,6,Sova,1, 14.6  /  14.5  /  5.7 ,50.5%,7.3%,207,0.1%,"24,253"
6,7,Raze,1.03, 16.3  /  15.8  /  5.1 ,48.9%,6.4%,238,0.1%,"21,114"
7,8,Brimstone,0.97, 14.3  /  14.9  /  8.7 ,50.8%,6.0%,206,0.1%,"19,905"
8,9,KAY/O,0.89, 13.8  /  15.5  /  8.4 ,46.2%,3.9%,198,0.1%,"12,905"
9,10,Phoenix,1.11, 17  /  15.4  /  4.7 ,49.7%,3.7%,241,0.1%,"12,286"
10,11,Fade,0.93, 14  /  15.1  /  6.3 ,47.6%,3.7%,197,0.1%,"12,221"
11,12,Skye,0.92, 14  /  15.1  /  7.5 ,48.9%,3.5%,197,0.1%,"11,615"
12,13,Cypher,0.99, 14.3  /  14.4  /  5 ,49.3%,3.0%,197,0.2%,"9,882"
13,14,Chamber,1.07, 16  /  15  /  3.1 ,47.7%,2.3%,219,0.1%,"7,801"
14,15,Viper,0.97, 14.1  /  14.6  /  5.6 ,48.7%,2.3%,200,0.1%,"7,484"
15,16,Breach,0.91, 14  /  15.4  /  6.3 ,47.0%,1.9%,198,0.1%,"6,308"
16,17,Astra,1.03, 14.9  /  14.5  /  6.7 ,49.4%,1.7%,207,0.1%,"5,687"
17,18,Neon,0.97, 15.8  /  16.2  /  4.2 ,46.7%,1.6%,224,0.1%,"5,445"
18,19,Yoru,0.99, 15.5  /  15.5  /  4.3 ,46.2%,1.4%,216,0.1%,"4,641"
19,20,Harbor,0.9, 13.7  /  15.2  /  5.8 ,45.6%,0.8%,192,0.1%,"2,501"
