,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.09, 17.9  /  16.4  /  3.8 ,48.9%,16.1%,247,0.1%,"17,006",Duelist
1,2,Viper,1.02, 15.2  /  15  /  5.9 ,51.4%,14.7%,208,0.2%,"15,480",Controller
2,3,Sova,0.99, 14.8  /  15  /  5.5 ,48.3%,13.2%,204,0.2%,"13,948",Initiator
3,4,Sage,0.94, 14.1  /  15  /  7.2 ,50.8%,11.5%,193,0.1%,"12,178",Sentinel
4,5,Reyna,1.12, 18  /  16.1  /  4.2 ,49.6%,11.0%,246,0.1%,"11,571",Duelist
5,6,Killjoy,1.03, 15.1  /  14.6  /  3.5 ,49.8%,7.0%,205,0.2%,"7,368",Sentinel
6,7,Raze,1.02, 16.7  /  16.3  /  4.6 ,49.5%,5.6%,237,0.1%,"5,931",Duelist
7,8,KAY/O,0.93, 14.8  /  15.8  /  9.3 ,44.5%,3.3%,208,0.1%,"3,480",Initiator
8,9,Chamber,1.08, 16.4  /  15.2  /  2.8 ,47.6%,2.8%,220,0.1%,"2,954",Sentinel
9,10,Omen,0.98, 15.6  /  15.9  /  6.4 ,47.2%,2.5%,210,0.1%,"2,653",Controller
10,11,Skye,0.95, 14.8  /  15.6  /  7.6 ,47.0%,2.2%,204,0.1%,"2,303",Initiator
11,12,Harbor,0.93, 14.5  /  15.5  /  6.1 ,43.4%,1.9%,195,0.1%,"2,012",Controller
12,13,Fade,0.95, 14.5  /  15.3  /  6.3 ,48.9%,1.9%,200,0.1%,"1,976",Initiator
13,14,Phoenix,1.08, 17  /  15.7  /  4.3 ,50.8%,1.5%,235,0.1%,"1,546",Duelist
14,15,Cypher,1.0, 15  /  15  /  4.2 ,47.3%,1.1%,201,0.1%,"1,119",Sentinel
15,16,Neon,0.96, 16.4  /  17  /  4 ,47.6%,1.0%,225,0.1%,"1,059",Duelist
16,17,Yoru,0.95, 15.3  /  16.1  /  4 ,41.7%,1.0%,212,0.1%,"1,052",Duelist
17,18,Brimstone,0.95, 14.5  /  15.2  /  7.4 ,48.9%,1.0%,204,0.1%,"1,036",Controller
18,19,Breach,0.92, 14.7  /  15.9  /  6.5 ,45.8%,0.5%,201,0.1%,563,Initiator
19,20,Astra,1.08, 15.9  /  14.7  /  5.2 ,49.0%,0.3%,212,0.1%,310,Controller
