,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.07, 17.4  /  16.2  /  3.4 ,49.3%,19.7%,235,0.2%,"39,951",Duelist
1,2,Sova,1.02, 14.8  /  14.6  /  6.4 ,50.0%,15.0%,204,0.1%,"30,447",Initiator
2,3,Omen,0.99, 14.8  /  15.1  /  9.8 ,48.8%,14.1%,202,0.1%,"28,709",Controller
3,4,Killjoy,1.03, 15  /  14.5  /  3.4 ,50.1%,10.9%,203,0.1%,"22,086",Sentinel
4,5,Reyna,1.09, 17.3  /  15.9  /  4.3 ,50.1%,8.8%,234,0.2%,"17,946",Duelist
5,6,KAY/O,0.93, 14.6  /  15.6  /  9.9 ,45.6%,5.1%,204,0.1%,"10,283",Initiator
6,7,Raze,1.02, 16.5  /  16.1  /  4.9 ,50.9%,3.4%,235,0.2%,"6,822",Duelist
7,8,Cypher,1.04, 15.2  /  14.7  /  4.8 ,51.0%,3.2%,201,0.1%,"6,507",Sentinel
8,9,Deadlock,1.03, 15.6  /  15.2  /  3.7 ,48.6%,3.0%,212,0.1%,"6,077",Sentinel
9,10,Chamber,1.07, 16.4  /  15.4  /  2.6 ,46.2%,2.8%,216,0.2%,"5,723",Sentinel
10,11,Phoenix,1.09, 17.1  /  15.7  /  4.9 ,52.5%,2.6%,236,0.2%,"5,183",Duelist
11,12,Brimstone,0.97, 14.6  /  14.9  /  11.2 ,53.2%,2.5%,205,0.1%,"5,094",Controller
12,13,Skye,0.95, 14.7  /  15.4  /  7.8 ,49.4%,2.2%,199,0.1%,"4,400",Initiator
13,14,Sage,0.99, 14.7  /  14.9  /  7 ,51.6%,1.9%,200,0.1%,"3,836",Sentinel
14,15,Astra,1.03, 15.3  /  14.8  /  8.7 ,48.9%,1.8%,206,0.1%,"3,724",Controller
15,16,Fade,0.98, 14.7  /  14.9  /  7.1 ,51.2%,1.0%,198,0.1%,"2,086",Initiator
16,17,Yoru,1.03, 16.4  /  15.9  /  4.6 ,49.9%,0.8%,222,0.2%,"1,687",Duelist
17,18,Breach,0.92, 14.2  /  15.5  /  7.9 ,47.5%,0.5%,196,0.1%,"1,018",Initiator
18,19,Neon,0.96, 16  /  16.8  /  4 ,46.7%,0.3%,219,0.2%,585,Duelist
19,20,Gekko,0.9, 14  /  15.5  /  4.8 ,38.0%,0.2%,191,0.1%,482,Initiator
20,21,Viper,1.03, 15.1  /  14.7  /  5.9 ,50.6%,0.1%,205,269,,Controller
21,22,Harbor,0.97, 14.8  /  15.3  /  7.1 ,48.1%,0.0%,196,0.1%,77,Controller
